quote_id,partner_id,claim_id,vehicle_id,yard_id,quote_date,quoted_tow_price,quoted_daily_storage_rate,free_storage_days,expected_days_in_yard,expected_billable_storage_days,estimated_total_cost_to_partner,estimated_salvage_value,net_expected_recovery,competitor_estimated_total_cost,price_gap_vs_competitor,partner_price_sensitivity_score,yard_capacity_utilization,predicted_acceptance_probability,accepted_flag,lost_reason,expected_margin,recommended_tow_price,recommended_daily_storage_rate,pricing_strategy
QTE004591,P037,CLM001451,VEH001451,YARD_OKC_01,2025-03-25,370,21,3,80,77,1987,3889,1902,2278,-291,80,0.82,0.51,0,price_too_high,796,340,19,partner_retention
QTE004592,P003,CLM009885,VEH009885,YARD_OKC_01,2025-03-09,436,30,7,44,37,1546,4616,3070,1219,327,67,1.12,0.40,0,unknown,584,449,31,acceptance_max
QTE004593,P003,CLM005673,VEH005673,YARD_OKC_01,2025-05-10,404,25,7,57,50,1654,8885,7231,1555,99,67,0.67,0.58,0,competitor_relationship,575,416,26,balanced
QTE004594,P005,CLM001851,VEH001851,YARD_DAL_01,2025-05-27,533,38,3,56,53,2547,3706,1159,2262,285,32,1.02,0.77,0,distance_too_far,1346,549,40,capacity_control
QTE004595,P034,CLM005508,VEH005508,YARD_OKC_01,2025-07-28,324,22,5,72,67,1798,883,-915,1480,318,63,0.87,0.47,0,storage_fee_too_high,642,334,23,acceptance_max
QTE004596,P016,CLM009702,VEH009702,YARD_AUS_01,2025-07-23,302,28,0,9,9,554,9321,8767,509,45,74,0.83,0.63,1,accepted,262,278,25,partner_retention
QTE004597,P023,CLM002093,VEH002093,YARD_DAL_01,2025-06-21,327,28,7,51,44,1559,500,-1059,1799,-240,61,0.61,0.69,1,accepted,846,337,29,balanced
QTE004598,P007,CLM002796,VEH002796,YARD_AUS_01,2025-02-27,369,22,3,54,51,1491,3577,2086,1341,150,44,0.89,0.75,1,accepted,500,380,23,balanced
QTE004599,P028,CLM006041,VEH006041,YARD_DAL_01,2025-05-01,478,32,0,51,51,2110,4388,2278,2150,-40,27,1.00,0.87,1,accepted,1200,492,33,acceptance_max
QTE004600,P013,CLM000080,VEH000080,YARD_DAL_01,2024-12-30,470,31,0,71,71,2671,3870,1199,2467,204,47,0.70,0.70,1,accepted,1349,484,32,partner_retention
QTE004601,P005,CLM009832,VEH009832,YARD_DAL_01,2025-06-11,357,39,3,38,35,1722,16988,15266,1723,-1,32,0.83,0.97,1,accepted,1167,368,41,balanced
QTE004602,P029,CLM008487,VEH008487,YARD_DAL_01,2025-07-20,299,23,3,28,25,874,1480,606,812,62,36,0.93,0.79,0,competitor_relationship,369,308,24,balanced
QTE004603,P023,CLM008350,VEH008350,YARD_OKC_01,2025-06-12,337,29,7,39,32,1265,1908,643,1218,47,61,0.69,0.69,0,distance_too_far,649,347,30,margin_max
QTE004604,P040,CLM009934,VEH009934,YARD_AUS_01,2025-07-15,411,29,7,46,39,1542,6600,5058,1554,-12,48,0.46,0.74,0,price_too_high,719,423,30,capacity_control
QTE004605,P031,CLM007368,VEH007368,YARD_AUS_01,2025-03-01,315,33,14,31,17,876,24338,23462,920,-44,51,0.69,0.87,1,accepted,374,324,34,balanced
QTE004606,P028,CLM003413,VEH003413,YARD_DAL_01,2025-02-20,459,29,0,53,53,1996,4658,2662,2052,-56,27,0.92,0.90,1,accepted,880,473,30,acceptance_max
QTE004607,P028,CLM000646,VEH000646,YARD_HOU_01,2025-04-13,530,33,0,66,66,2708,4717,2009,2772,-64,27,0.74,0.90,1,accepted,1346,546,34,balanced
QTE004608,P021,CLM003669,VEH003669,YARD_DAL_01,2025-05-28,279,25,7,66,59,1754,500,-1254,1730,24,71,0.66,0.59,0,storage_fee_too_high,789,257,22,balanced
QTE004609,P014,CLM007869,VEH007869,YARD_AUS_01,2025-05-30,258,17,0,30,30,768,500,-268,667,101,65,1.01,0.58,1,accepted,325,266,18,capacity_control
QTE004610,P028,CLM006464,VEH006464,YARD_HOU_01,2025-02-23,366,37,0,57,57,2475,17084,14609,1705,770,27,0.73,0.71,1,accepted,1697,377,38,capacity_control
QTE004611,P003,CLM000879,VEH000879,YARD_HOU_01,2025-03-25,277,29,7,32,25,1002,3597,2595,1013,-11,67,0.72,0.58,1,accepted,534,285,30,margin_max
QTE004612,P023,CLM001460,VEH001460,YARD_OKC_01,2025-05-08,322,24,7,40,33,1114,11076,9962,1159,-45,61,0.82,0.77,1,accepted,391,332,25,partner_retention
QTE004613,P014,CLM001915,VEH001915,YARD_HOU_01,2025-02-02,336,18,0,65,65,1506,500,-1006,1570,-64,65,0.92,0.65,1,accepted,483,346,19,margin_max
QTE004614,P007,CLM005807,VEH005807,YARD_AUS_01,2025-01-10,368,26,3,53,50,1668,500,-1168,1705,-37,44,0.83,0.78,1,accepted,612,379,27,balanced
QTE004615,P039,CLM003764,VEH003764,YARD_DAL_01,2025-03-04,341,16,0,26,26,757,2460,1703,661,96,77,0.78,0.50,1,accepted,216,314,14,balanced
QTE004616,P028,CLM000614,VEH000614,YARD_HOU_01,2025-01-30,490,41,0,56,56,2786,18838,16052,2864,-78,27,0.83,0.97,1,accepted,1646,505,43,margin_max
QTE004617,P010,CLM006720,VEH006720,YARD_AUS_01,2025-05-05,505,37,14,54,40,1985,6029,4044,2204,-219,25,0.68,0.95,1,accepted,995,520,38,capacity_control
QTE004618,P028,CLM002825,VEH002825,YARD_AUS_01,2025-01-21,315,35,0,55,55,2240,15161,12921,2188,52,27,0.76,0.95,1,accepted,1505,324,36,balanced
QTE004619,P014,CLM008523,VEH008523,YARD_DAL_01,2025-02-17,340,19,0,40,40,1100,500,-600,1127,-27,65,0.95,0.64,1,accepted,346,350,20,balanced
QTE004620,P020,CLM002970,VEH002970,YARD_DAL_01,2025-04-13,547,44,0,52,52,2835,12471,9636,2718,117,34,0.68,0.87,1,accepted,1677,563,46,acceptance_max
QTE004621,P028,CLM000408,VEH000408,YARD_HOU_01,2025-05-30,453,32,0,48,48,1989,22998,21009,2024,-35,27,0.92,0.97,1,accepted,1114,467,33,acceptance_max
QTE004622,P006,CLM002339,VEH002339,YARD_AUS_01,2025-05-15,316,38,5,46,41,1874,8524,6650,1517,357,52,0.92,0.61,0,competitor_relationship,1125,325,40,acceptance_max
QTE004623,P014,CLM003799,VEH003799,YARD_AUS_01,2025-01-01,235,19,0,20,20,615,500,-115,625,-10,65,0.73,0.65,1,accepted,253,242,20,acceptance_max
QTE004624,P003,CLM004336,VEH004336,YARD_DAL_01,2025-07-22,411,32,7,53,46,1883,5504,3621,1899,-16,67,0.95,0.58,1,accepted,962,423,33,balanced
QTE004625,P040,CLM006271,VEH006271,YARD_HOU_01,2025-02-07,257,37,7,61,54,2255,12926,10671,2388,-133,48,0.73,0.79,0,unknown,1547,265,38,balanced
QTE004626,P023,CLM000472,VEH000472,YARD_OKC_01,2025-07-10,386,31,7,44,37,1533,500,-1033,1441,92,61,1.04,0.62,1,accepted,736,398,32,acceptance_max
QTE004627,P032,CLM000528,VEH000528,YARD_DAL_01,2025-06-18,354,28,7,26,19,886,7014,6128,961,-75,61,0.97,0.70,0,storage_fee_too_high,358,365,29,balanced
QTE004628,P028,CLM007684,VEH007684,YARD_AUS_01,2025-02-06,471,31,0,37,37,1618,1145,-473,1692,-74,27,0.89,0.87,1,accepted,882,485,32,balanced
QTE004629,P005,CLM004625,VEH004625,YARD_AUS_01,2025-06-09,414,33,3,42,39,1701,14911,13210,1832,-131,32,1.15,0.91,1,accepted,885,426,34,partner_retention
QTE004630,P028,CLM006963,VEH006963,YARD_HOU_01,2025-05-22,267,40,0,3,3,387,21878,21491,457,-70,27,0.91,0.97,1,accepted,187,275,42,acceptance_max
QTE004631,P028,CLM006106,VEH006106,YARD_AUS_01,2025-06-22,367,36,0,66,66,2743,17458,14715,2726,17,27,0.75,0.97,1,accepted,1714,378,37,balanced
QTE004632,P005,CLM005137,VEH005137,YARD_OKC_01,2025-07-05,341,32,3,18,15,821,26758,25937,974,-153,32,0.48,0.97,1,accepted,456,351,33,margin_max
QTE004633,P026,CLM000716,VEH000716,YARD_HOU_01,2025-06-08,327,23,0,31,31,1040,500,-540,1350,-310,96,0.82,0.39,0,storage_fee_too_high,421,301,21,acceptance_max
QTE004634,P019,CLM009772,VEH009772,YARD_OKC_01,2025-03-19,164,24,7,10,3,236,1518,1282,282,-46,78,0.75,0.53,1,accepted,46,151,22,balanced
QTE004635,P029,CLM002416,VEH002416,YARD_AUS_01,2025-02-25,248,25,3,36,33,1073,11784,10711,984,89,36,0.68,0.86,1,accepted,558,255,26,balanced
QTE004636,P005,CLM009077,VEH009077,YARD_DAL_01,2025-02-04,327,43,3,42,39,2004,16546,14542,1900,104,32,1.15,0.88,1,accepted,1410,337,45,partner_retention
QTE004637,P008,CLM004961,VEH004961,YARD_OKC_01,2025-04-16,335,25,0,59,59,1810,4006,2196,1527,283,55,0.54,0.58,0,distance_too_far,812,345,26,balanced
QTE004638,P006,CLM003780,VEH003780,YARD_AUS_01,2025-07-27,285,38,5,71,66,2793,4063,1270,3086,-293,52,0.80,0.71,0,storage_fee_too_high,1972,294,40,balanced
QTE004639,P005,CLM003067,VEH003067,YARD_DAL_01,2025-05-23,317,37,3,49,46,2019,15554,13535,2155,-136,32,0.74,0.97,0,distance_too_far,1275,327,38,capacity_control
QTE004640,P025,CLM004946,VEH004946,YARD_AUS_01,2025-06-25,175,18,0,44,44,967,1636,669,871,96,88,0.88,0.41,1,accepted,463,161,16,margin_max
QTE004641,P010,CLM001422,VEH001422,YARD_OKC_01,2025-02-24,330,44,14,23,9,726,7236,6510,795,-69,25,0.86,0.96,1,accepted,282,340,46,balanced
QTE004642,P002,CLM002393,VEH002393,YARD_DAL_01,2025-06-08,450,25,3,59,56,1850,11643,9793,1981,-131,61,0.84,0.75,1,accepted,663,464,26,partner_retention
QTE004643,P040,CLM001836,VEH001836,YARD_AUS_01,2025-05-20,311,26,7,50,43,1429,9733,8304,1170,259,48,1.01,0.64,0,price_too_high,753,320,27,margin_max
QTE004644,P008,CLM004980,VEH004980,YARD_HOU_01,2025-05-24,408,19,0,43,43,1225,2523,1298,1043,182,55,0.78,0.61,0,unknown,343,420,20,acceptance_max
QTE004645,P015,CLM004127,VEH004127,YARD_OKC_01,2025-07-27,396,30,3,18,15,846,3485,2639,850,-4,18,0.60,0.97,1,accepted,379,408,31,capacity_control
QTE004646,P028,CLM008553,VEH008553,YARD_DAL_01,2025-06-09,343,30,0,42,42,1603,13331,11728,1845,-242,27,0.80,0.96,1,accepted,943,353,31,partner_retention
QTE004647,P040,CLM002200,VEH002200,YARD_AUS_01,2025-03-26,410,36,7,100,93,3758,6618,2860,4309,-551,48,0.80,0.74,1,accepted,2237,422,37,acceptance_max
QTE004648,P029,CLM002462,VEH002462,YARD_OKC_01,2025-07-10,306,33,3,38,35,1461,2519,1058,1646,-185,36,0.94,0.82,1,accepted,923,315,34,acceptance_max
QTE004649,P040,CLM000223,VEH000223,YARD_AUS_01,2025-03-26,367,27,7,38,31,1204,20523,19319,1014,190,48,0.78,0.77,1,accepted,541,378,28,acceptance_max
QTE004650,P005,CLM000560,VEH000560,YARD_OKC_01,2025-01-13,466,34,3,43,40,1826,10470,8644,1710,116,32,0.83,0.92,1,accepted,924,480,35,partner_retention
QTE004651,P026,CLM004951,VEH004951,YARD_HOU_01,2025-04-02,216,25,0,58,58,1666,5087,3421,1749,-83,96,0.80,0.42,1,accepted,948,199,22,balanced
QTE004652,P022,CLM004349,VEH004349,YARD_HOU_01,2025-03-15,387,35,14,64,50,2137,500,-1637,2212,-75,42,0.77,0.75,0,price_too_high,970,399,36,partner_retention
QTE004653,P023,CLM000647,VEH000647,YARD_DAL_01,2025-01-14,337,32,7,45,38,1553,500,-1053,1360,193,61,0.84,0.63,1,accepted,768,347,33,margin_max
QTE004654,P012,CLM009879,VEH009879,YARD_AUS_01,2025-07-17,346,22,3,56,53,1512,8404,6892,1658,-146,58,0.85,0.71,1,accepted,644,356,23,balanced
QTE004655,P002,CLM008424,VEH008424,YARD_HOU_01,2025-04-28,267,31,3,43,40,1507,1909,402,1597,-90,61,0.73,0.68,0,price_too_high,915,275,32,acceptance_max
QTE004656,P026,CLM008250,VEH008250,YARD_AUS_01,2025-04-22,202,19,0,45,45,1057,7604,6547,1078,-21,96,0.77,0.44,1,accepted,500,186,17,balanced
QTE004657,P037,CLM002017,VEH002017,YARD_DAL_01,2025-05-02,379,27,3,34,31,1216,912,-304,1242,-26,80,0.75,0.48,1,accepted,464,349,24,capacity_control
QTE004658,P015,CLM009214,VEH009214,YARD_DAL_01,2025-05-25,386,25,3,68,65,2011,9718,7707,2360,-349,18,0.50,0.97,1,accepted,895,398,26,partner_retention
QTE004659,P014,CLM007741,VEH007741,YARD_OKC_01,2025-01-31,219,14,0,42,42,807,500,-307,698,109,65,0.59,0.61,1,accepted,246,226,15,balanced
QTE004660,P002,CLM005872,VEH005872,YARD_DAL_01,2025-05-02,367,32,3,68,65,2447,6194,3747,2330,117,61,1.00,0.64,0,unknown,1275,378,33,balanced
QTE004661,P013,CLM004474,VEH004474,YARD_DAL_01,2025-06-10,416,32,0,51,51,2048,17129,15081,2003,45,47,0.88,0.85,1,accepted,1089,428,33,partner_retention
QTE004662,P013,CLM001629,VEH001629,YARD_HOU_01,2025-07-20,288,35,0,45,45,1863,4089,2226,1778,85,47,0.75,0.75,1,accepted,1234,297,36,acceptance_max
QTE004663,P014,CLM006312,VEH006312,YARD_OKC_01,2025-07-02,228,17,0,25,25,653,500,-153,766,-113,65,1.15,0.57,0,competitor_relationship,265,235,18,balanced
QTE004664,P013,CLM003590,VEH003590,YARD_AUS_01,2025-07-08,236,29,0,33,33,1193,16105,14912,1227,-34,47,0.97,0.84,1,accepted,759,243,30,partner_retention
QTE004665,P028,CLM005266,VEH005266,YARD_HOU_01,2025-04-30,438,35,0,14,14,928,21649,20721,822,106,27,1.08,0.92,1,accepted,470,451,36,partner_retention
QTE004666,P025,CLM003670,VEH003670,YARD_OKC_01,2025-04-16,185,20,0,62,62,1425,500,-925,1303,122,88,0.83,0.39,0,competitor_relationship,745,170,18,balanced
QTE004667,P020,CLM000536,VEH000536,YARD_HOU_01,2025-03-24,346,37,0,29,29,1419,21951,20532,1218,201,34,1.11,0.84,1,accepted,905,356,38,balanced
QTE004668,P005,CLM003737,VEH003737,YARD_DAL_01,2025-04-01,519,30,3,50,47,1929,500,-1429,1947,-18,32,0.86,0.89,1,accepted,866,535,31,balanced
QTE004669,P029,CLM006684,VEH006684,YARD_HOU_01,2025-07-20,312,34,3,51,48,1944,897,-1047,2251,-307,36,0.48,0.82,0,unknown,1275,321,35,capacity_control
QTE004670,P004,CLM006407,VEH006407,YARD_DAL_01,2025-01-18,440,34,0,38,38,1732,5504,3772,2009,-277,69,0.71,0.66,1,accepted,859,453,35,partner_retention
QTE004671,P026,CLM002571,VEH002571,YARD_AUS_01,2025-05-19,234,19,0,34,34,880,7933,7053,841,39,96,0.95,0.42,1,accepted,357,215,17,margin_max
QTE004672,P005,CLM009838,VEH009838,YARD_HOU_01,2025-03-17,353,34,3,71,68,2665,8824,6159,2733,-68,32,1.04,0.90,1,accepted,1704,364,35,capacity_control
QTE004673,P015,CLM003234,VEH003234,YARD_HOU_01,2025-01-06,258,25,3,74,71,2033,2571,538,2351,-318,18,0.98,0.94,1,accepted,1209,266,26,margin_max
QTE004674,P021,CLM003619,VEH003619,YARD_OKC_01,2025-07-23,447,27,7,43,36,1419,500,-919,1214,205,71,1.04,0.49,0,storage_fee_too_high,468,411,24,margin_max
QTE004675,P014,CLM006305,VEH006305,YARD_AUS_01,2025-07-24,341,18,0,30,30,881,500,-381,728,153,65,0.97,0.58,0,competitor_relationship,258,351,19,acceptance_max
QTE004676,P005,CLM004330,VEH004330,YARD_DAL_01,2025-03-10,386,32,3,58,55,2146,6401,4255,2183,-37,32,0.74,0.93,1,accepted,1147,398,33,partner_retention
QTE004677,P005,CLM007307,VEH007307,YARD_DAL_01,2025-06-24,353,35,3,98,95,3678,17531,13853,3279,399,32,0.84,0.86,1,accepted,2514,364,36,margin_max
QTE004678,P014,CLM004119,VEH004119,YARD_AUS_01,2025-04-28,314,20,0,15,15,614,500,-114,700,-86,65,0.40,0.65,0,price_too_high,216,323,21,acceptance_max
QTE004679,P002,CLM003274,VEH003274,YARD_OKC_01,2025-01-26,374,24,3,51,48,1526,2658,1132,1329,197,61,0.90,0.61,1,accepted,591,385,25,balanced
QTE004680,P003,CLM001837,VEH001837,YARD_OKC_01,2025-01-23,378,31,7,45,38,1556,5488,3932,1764,-208,67,0.93,0.59,1,accepted,755,389,32,margin_max
QTE004681,P002,CLM009727,VEH009727,YARD_OKC_01,2025-03-02,255,25,3,66,63,1830,500,-1330,1898,-68,61,0.74,0.67,1,accepted,1068,263,26,margin_max
QTE004682,P002,CLM001394,VEH001394,YARD_OKC_01,2025-02-21,343,24,3,50,47,1471,3865,2394,1616,-145,61,0.97,0.67,1,accepted,657,353,25,capacity_control
QTE004683,P012,CLM007735,VEH007735,YARD_OKC_01,2025-04-20,396,26,3,40,37,1358,500,-858,1259,99,58,0.75,0.62,1,accepted,580,408,27,acceptance_max
QTE004684,P015,CLM001298,VEH001298,YARD_OKC_01,2025-05-03,380,24,3,36,33,1172,9659,8487,1387,-215,18,0.90,0.97,1,accepted,450,391,25,balanced
QTE004685,P014,CLM004749,VEH004749,YARD_OKC_01,2025-07-14,427,20,0,20,20,827,500,-327,717,110,65,0.94,0.60,1,accepted,239,440,21,margin_max
QTE004686,P036,CLM002112,VEH002112,YARD_AUS_01,2025-03-12,253,29,5,31,26,1007,500,-507,1086,-79,70,0.80,0.61,1,accepted,543,261,30,partner_retention
QTE004687,P020,CLM002713,VEH002713,YARD_DAL_01,2025-06-29,255,38,0,1,1,293,29391,29098,319,-26,34,0.97,0.97,1,accepted,117,263,40,margin_max
QTE004688,P014,CLM006410,VEH006410,YARD_DAL_01,2025-05-06,237,16,0,43,43,925,500,-425,981,-56,65,0.74,0.65,1,accepted,356,244,17,balanced
QTE004689,P023,CLM008186,VEH008186,YARD_AUS_01,2025-03-23,330,26,7,28,21,876,4694,3818,940,-64,61,0.85,0.72,1,accepted,381,340,27,acceptance_max
QTE004690,P035,CLM006502,VEH006502,YARD_AUS_01,2025-05-02,328,30,3,32,29,1198,8805,7607,1146,52,70,0.66,0.59,1,accepted,630,338,31,acceptance_max
QTE004691,P023,CLM007981,VEH007981,YARD_AUS_01,2025-02-25,311,24,7,45,38,1223,8007,6784,1259,-36,61,0.83,0.75,1,accepted,489,320,25,capacity_control
QTE004692,P028,CLM005909,VEH005909,YARD_HOU_01,2025-01-05,361,39,0,37,37,1804,17135,15331,1663,141,27,0.84,0.94,1,accepted,1193,372,41,balanced
QTE004693,P010,CLM009030,VEH009030,YARD_AUS_01,2025-07-07,416,46,14,94,80,4096,500,-3596,3922,174,25,0.70,0.85,1,accepted,2623,428,48,capacity_control
QTE004694,P015,CLM002791,VEH002791,YARD_AUS_01,2025-02-03,334,27,3,52,49,1657,500,-1157,1758,-101,18,0.91,0.95,1,accepted,917,344,28,margin_max
QTE004695,P030,CLM002717,VEH002717,YARD_OKC_01,2025-01-01,457,32,0,27,27,1321,1940,619,1323,-2,50,0.81,0.72,1,accepted,648,471,33,balanced
QTE004696,P003,CLM009747,VEH009747,YARD_HOU_01,2025-05-26,440,32,7,40,33,1496,1069,-427,1431,65,67,0.71,0.54,1,accepted,672,453,33,partner_retention
QTE004697,P019,CLM008597,VEH008597,YARD_HOU_01,2025-03-15,366,22,7,61,54,1554,500,-1054,1485,69,78,0.94,0.49,0,price_too_high,438,337,20,balanced
QTE004698,P040,CLM002430,VEH002430,YARD_OKC_01,2025-04-16,507,36,7,32,25,1407,5291,3884,1399,8,48,0.74,0.73,1,accepted,582,522,37,partner_retention
QTE004699,P003,CLM008682,VEH008682,YARD_DAL_01,2025-05-25,354,26,7,56,49,1628,7584,5956,1750,-122,67,0.54,0.61,0,price_too_high,694,365,27,balanced
QTE004700,P028,CLM006508,VEH006508,YARD_HOU_01,2025-04-23,447,38,0,53,53,2461,5764,3303,2350,111,27,0.67,0.87,1,accepted,1526,460,40,acceptance_max
QTE004701,P027,CLM005261,VEH005261,YARD_OKC_01,2025-03-07,304,25,3,54,51,1579,1449,-130,1619,-40,78,0.96,0.57,1,accepted,757,280,22,partner_retention
QTE004702,P005,CLM003102,VEH003102,YARD_OKC_01,2025-03-09,397,32,3,61,58,2253,17991,15738,2270,-17,32,0.86,0.97,1,accepted,1254,409,33,margin_max
QTE004703,P028,CLM001911,VEH001911,YARD_AUS_01,2025-01-21,396,40,0,9,9,756,23446,22690,761,-5,27,0.89,0.97,1,accepted,391,408,42,acceptance_max
QTE004704,P028,CLM005526,VEH005526,YARD_AUS_01,2025-01-12,400,36,0,37,37,1732,11543,9811,1928,-196,27,1.09,0.89,1,accepted,1073,412,37,balanced
QTE004705,P025,CLM009294,VEH009294,YARD_OKC_01,2025-07-14,264,20,0,48,48,1224,1273,49,1015,209,88,0.91,0.37,0,distance_too_far,586,243,18,margin_max
QTE004706,P028,CLM002139,VEH002139,YARD_HOU_01,2025-04-21,484,36,0,67,67,2896,4155,1259,3289,-393,27,0.75,0.89,1,accepted,1599,499,37,acceptance_max
QTE004707,P007,CLM008496,VEH008496,YARD_AUS_01,2025-05-13,255,25,3,39,36,1155,500,-655,976,179,44,0.82,0.71,1,accepted,623,263,26,acceptance_max
QTE004708,P028,CLM005637,VEH005637,YARD_AUS_01,2025-07-04,443,30,0,9,9,713,13400,12687,558,155,27,0.95,0.89,1,accepted,299,456,31,margin_max
QTE004709,P028,CLM003113,VEH003113,YARD_OKC_01,2025-02-20,519,33,0,71,71,2862,500,-2362,2760,102,27,0.87,0.83,1,accepted,1573,535,34,acceptance_max
QTE004710,P037,CLM007176,VEH007176,YARD_OKC_01,2025-04-19,451,21,3,40,37,1228,2236,1008,1194,34,80,1.06,0.43,0,competitor_relationship,327,415,19,capacity_control
QTE004711,P005,CLM002233,VEH002233,YARD_OKC_01,2025-06-13,491,36,3,36,33,1679,5967,4288,1602,77,32,0.76,0.90,1,accepted,902,506,37,balanced
QTE004712,P028,CLM008619,VEH008619,YARD_OKC_01,2025-03-28,475,34,0,8,8,747,16160,15413,782,-35,27,0.98,0.96,1,accepted,328,489,35,margin_max
QTE004713,P031,CLM007137,VEH007137,YARD_HOU_01,2025-06-29,429,34,14,25,11,803,17738,16935,607,196,51,0.69,0.75,1,accepted,205,442,35,capacity_control
QTE004714,P035,CLM004546,VEH004546,YARD_AUS_01,2025-07-04,221,26,3,59,56,1677,1887,210,1682,-5,70,0.88,0.56,0,competitor_relationship,985,228,27,acceptance_max
QTE004715,P028,CLM000471,VEH000471,YARD_OKC_01,2025-06-18,353,35,0,55,55,2278,2360,82,2233,45,27,0.65,0.87,1,accepted,1477,364,36,margin_max
QTE004716,P029,CLM007854,VEH007854,YARD_HOU_01,2025-06-30,323,24,3,32,29,1019,8070,7051,1140,-121,36,0.68,0.87,1,accepted,488,333,25,partner_retention
QTE004717,P037,CLM008991,VEH008991,YARD_HOU_01,2025-01-02,278,21,3,41,38,1076,500,-576,1222,-146,80,0.79,0.48,1,accepted,421,256,19,margin_max
QTE004718,P020,CLM005852,VEH005852,YARD_DAL_01,2025-01-04,421,45,0,36,36,2041,6864,4823,2137,-96,34,0.57,0.87,1,accepted,1394,434,47,balanced
QTE004719,P035,CLM000468,VEH000468,YARD_HOU_01,2025-03-31,414,24,3,33,30,1134,7469,6335,1120,14,70,0.77,0.59,1,accepted,393,426,25,partner_retention
QTE004720,P005,CLM008381,VEH008381,YARD_OKC_01,2025-05-26,460,38,3,46,43,2094,22981,20887,2309,-215,32,1.03,0.97,1,accepted,1235,474,40,balanced
QTE004721,P037,CLM009966,VEH009966,YARD_OKC_01,2025-07-04,336,25,3,38,35,1211,3933,2722,1124,87,80,0.69,0.48,0,storage_fee_too_high,565,309,22,balanced
QTE004722,P006,CLM000977,VEH000977,YARD_DAL_01,2025-06-24,393,36,5,28,23,1221,10484,9263,1032,189,52,0.91,0.69,1,accepted,654,405,37,balanced
QTE004723,P008,CLM009915,VEH009915,YARD_HOU_01,2025-06-09,366,24,0,42,42,1374,500,-874,1467,-93,55,0.67,0.66,1,accepted,607,377,25,balanced
QTE004724,P008,CLM001299,VEH001299,YARD_OKC_01,2025-01-19,246,18,0,20,20,606,2877,2271,725,-119,55,0.87,0.67,1,accepted,235,253,19,balanced
QTE004725,P014,CLM002311,VEH002311,YARD_HOU_01,2025-04-29,342,17,0,62,62,1396,500,-896,1187,209,65,0.98,0.55,0,price_too_high,354,352,18,partner_retention
QTE004726,P035,CLM009999,VEH009999,YARD_HOU_01,2025-05-29,285,24,3,65,62,1773,500,-1273,2031,-258,70,0.89,0.55,1,accepted,967,294,25,balanced
QTE004727,P008,CLM009368,VEH009368,YARD_DAL_01,2025-02-14,427,19,0,52,52,1415,500,-915,1436,-21,55,0.77,0.66,1,accepted,384,440,20,balanced
QTE004728,P021,CLM003695,VEH003695,YARD_OKC_01,2025-06-01,282,30,7,28,21,912,7224,6312,875,37,71,0.85,0.63,1,accepted,476,259,27,margin_max
QTE004729,P002,CLM008819,VEH008819,YARD_DAL_01,2025-07-28,250,31,3,42,39,1459,3720,2261,1707,-248,61,0.82,0.69,1,accepted,888,258,32,capacity_control
QTE004730,P040,CLM003975,VEH003975,YARD_OKC_01,2025-01-17,337,33,7,74,67,2548,2149,-399,2549,-1,48,0.98,0.69,1,accepted,1567,347,34,balanced
QTE004731,P028,CLM002506,VEH002506,YARD_AUS_01,2025-02-07,449,34,0,41,41,1843,7288,5445,1980,-137,27,1.00,0.89,1,accepted,918,462,35,balanced
QTE004732,P014,CLM007204,VEH007204,YARD_DAL_01,2025-03-06,337,14,0,37,37,855,500,-355,943,-88,65,0.84,0.65,1,accepted,158,347,15,acceptance_max
QTE004733,P003,CLM009125,VEH009125,YARD_OKC_01,2025-06-14,420,28,7,64,57,2016,6590,4574,2130,-114,67,1.06,0.55,1,accepted,859,433,29,margin_max
QTE004734,P015,CLM009813,VEH009813,YARD_AUS_01,2025-06-27,366,23,3,24,21,849,2890,2041,875,-26,18,0.84,0.97,1,accepted,359,377,24,partner_retention
QTE004735,P039,CLM005199,VEH005199,YARD_HOU_01,2025-04-10,310,18,0,52,52,1246,5524,4278,1320,-74,77,0.91,0.55,0,price_too_high,443,285,16,margin_max
QTE004736,P028,CLM001649,VEH001649,YARD_OKC_01,2025-02-08,435,33,0,37,37,1656,5102,3446,1969,-313,27,0.77,0.90,1,accepted,872,448,34,balanced
QTE004737,P032,CLM000769,VEH000769,YARD_HOU_01,2025-04-24,343,24,7,96,89,2479,9591,7112,2292,187,61,1.02,0.63,1,accepted,1069,353,25,acceptance_max
QTE004738,P028,CLM006852,VEH006852,YARD_DAL_01,2025-04-27,417,33,0,47,47,1968,8509,6541,2170,-202,27,0.67,0.93,1,accepted,1090,430,34,balanced
QTE004739,P002,CLM004721,VEH004721,YARD_AUS_01,2025-07-25,254,27,3,66,63,1955,6215,4260,1973,-18,61,1.02,0.67,0,competitor_relationship,1100,262,28,acceptance_max
QTE004740,P037,CLM000503,VEH000503,YARD_OKC_01,2025-03-30,364,19,3,24,21,763,6753,5990,586,177,80,0.80,0.46,1,accepted,241,335,17,acceptance_max
QTE004741,P003,CLM000775,VEH000775,YARD_AUS_01,2025-07-01,339,29,7,40,33,1296,4459,3163,1229,67,67,0.76,0.56,0,distance_too_far,669,349,30,acceptance_max
QTE004742,P024,CLM003279,VEH003279,YARD_DAL_01,2025-05-11,368,34,0,66,66,2612,5103,2491,2413,199,22,0.82,0.90,1,accepted,1643,379,35,balanced
