tow_event_id,claim_id,vehicle_id,partner_id,origin_zip,origin_city,origin_state,yard_id,tow_distance_miles,tow_request_time,tow_completed_time,tow_duration_hours,tow_type,base_tow_cost,fuel_surcharge,labor_cost,third_party_tow_cost,internal_total_tow_cost,quoted_tow_price,accepted_flag,competitor_estimated_price,gross_tow_margin,outsourced_flag
TOW004637,CLM009572,VEH009572,P006,77002,Houston,TX,YARD_HOU_01,20.0,2025-07-01 15:00:00,2025-07-02 00:01:27,9.0,after_hours,137,15,71,0,223,319,1,247,96,0
TOW004638,CLM002275,VEH002275,P007,73102,Oklahoma City,OK,YARD_AUS_01,25.5,2025-05-01 10:00:00,2025-05-01 18:32:15,8.5,after_hours,154,26,81,0,261,362,0,356,101,0
TOW004639,CLM004914,VEH004914,P023,76010,Arlington,TX,YARD_HOU_01,10.0,2025-06-10 06:00:00,2025-06-10 13:57:15,8.0,after_hours,106,7,53,0,166,226,0,233,60,0
TOW004640,CLM007147,VEH007147,P015,73102,Oklahoma City,OK,YARD_AUS_01,22.6,2025-07-21 09:00:00,2025-07-21 15:05:27,6.1,standard,145,25,76,422,422,562,1,658,140,1
TOW004641,CLM008828,VEH008828,P005,75024,Plano,TX,YARD_OKC_01,15.5,2025-05-30 16:00:00,2025-05-30 22:04:19,6.1,after_hours,123,12,63,356,356,431,0,296,75,1
TOW004642,CLM005498,VEH005498,P023,77520,Baytown,TX,YARD_HOU_01,14.4,2025-02-18 08:00:00,2025-02-18 10:05:32,2.1,standard,120,14,61,297,297,373,1,452,76,1
TOW004643,CLM000120,VEH000120,P005,78664,Round Rock,TX,YARD_OKC_01,88.0,2025-03-21 06:00:00,2025-03-21 16:40:05,10.7,standard,348,81,193,798,798,1154,1,1385,356,1
TOW004644,CLM000809,VEH000809,P020,75024,Plano,TX,YARD_DAL_01,48.1,2025-03-27 21:00:00,2025-03-28 00:58:05,4.0,priority,224,32,122,0,378,443,0,465,65,0
TOW004645,CLM005812,VEH005812,P023,77002,Houston,TX,YARD_HOU_01,19.6,2025-06-26 06:00:00,2025-06-26 10:35:59,4.6,standard,136,22,70,0,228,335,0,295,107,0
TOW004646,CLM001323,VEH001323,P019,76010,Arlington,TX,YARD_AUS_01,24.3,2025-03-29 07:00:00,2025-03-29 10:48:35,3.8,standard,150,18,79,0,247,369,0,330,122,0
TOW004647,CLM000469,VEH000469,P014,78701,Austin,TX,YARD_HOU_01,7.3,2025-06-05 14:00:00,2025-06-05 19:01:44,5.0,priority,98,7,48,0,153,237,0,231,84,0
TOW004648,CLM004396,VEH004396,P037,75024,Plano,TX,YARD_OKC_01,68.3,2025-04-06 09:00:00,2025-04-06 14:27:40,5.5,standard,287,55,158,0,499,647,0,566,148,0
TOW004649,CLM008521,VEH008521,P031,76010,Arlington,TX,YARD_AUS_01,31.5,2025-06-12 15:00:00,2025-06-13 00:16:53,9.3,after_hours,173,31,92,432,432,494,1,435,62,1
TOW004650,CLM004545,VEH004545,P005,76010,Arlington,TX,YARD_AUS_01,22.2,2025-07-23 14:00:00,2025-07-23 22:38:01,8.6,after_hours,144,22,75,400,400,475,1,411,75,1
TOW004651,CLM002202,VEH002202,P014,78664,Round Rock,TX,YARD_HOU_01,24.7,2025-03-10 20:00:00,2025-03-11 03:55:28,7.9,standard,152,23,79,0,254,297,0,336,43,0
TOW004652,CLM003112,VEH003112,P028,78701,Austin,TX,YARD_OKC_01,26.0,2025-06-22 12:00:00,2025-06-22 18:23:49,6.4,long_distance,156,28,82,0,266,365,0,253,99,0
TOW004653,CLM001487,VEH001487,P006,75201,Dallas,TX,YARD_AUS_01,4.9,2025-05-31 08:00:00,2025-05-31 15:02:03,7.0,standard,90,5,44,0,139,180,1,185,41,0
TOW004654,CLM003960,VEH003960,P023,75149,Mesquite,TX,YARD_DAL_01,13.3,2025-02-23 09:00:00,2025-02-23 16:24:07,7.4,standard,116,13,59,0,189,233,0,232,44,0
TOW004655,CLM001132,VEH001132,P028,78701,Austin,TX,YARD_DAL_01,9.6,2025-01-11 19:00:00,2025-01-11 21:36:06,2.6,standard,105,9,52,0,166,217,1,229,51,0
TOW004656,CLM006232,VEH006232,P029,73102,Oklahoma City,OK,YARD_OKC_01,7.0,2025-03-06 14:00:00,2025-03-06 22:10:04,8.2,standard,97,8,48,0,153,205,0,215,52,0
TOW004657,CLM002019,VEH002019,P027,78664,Round Rock,TX,YARD_HOU_01,15.9,2025-01-19 19:00:00,2025-01-19 21:47:21,2.8,standard,124,19,64,0,206,283,1,336,77,0
TOW004658,CLM006365,VEH006365,P007,76010,Arlington,TX,YARD_OKC_01,12.4,2025-01-21 21:00:00,2025-01-21 22:43:16,1.7,after_hours,113,15,57,329,329,485,0,419,156,1
TOW004659,CLM006219,VEH006219,P005,73102,Oklahoma City,OK,YARD_DAL_01,30.6,2025-02-18 20:00:00,2025-02-18 22:52:32,2.9,standard,170,22,90,0,282,323,1,312,41,0
TOW004660,CLM005993,VEH005993,P028,78701,Austin,TX,YARD_HOU_01,42.9,2025-02-04 17:00:00,2025-02-04 20:49:49,3.8,priority,208,26,112,0,346,482,1,561,136,0
TOW004661,CLM001459,VEH001459,P037,75024,Plano,TX,YARD_DAL_01,15.7,2025-01-20 15:00:00,2025-01-20 17:05:47,2.1,long_distance,124,12,63,0,199,270,0,250,71,0
TOW004662,CLM007271,VEH007271,P020,76010,Arlington,TX,YARD_AUS_01,17.1,2025-01-12 08:00:00,2025-01-12 12:54:50,4.9,standard,128,14,66,0,207,300,1,289,93,0
TOW004663,CLM009520,VEH009520,P014,75201,Dallas,TX,YARD_AUS_01,4.4,2025-06-27 18:00:00,2025-06-27 20:06:22,2.1,standard,89,4,43,0,136,198,1,215,62,0
TOW004664,CLM009249,VEH009249,P025,78664,Round Rock,TX,YARD_AUS_01,29.4,2025-07-21 10:00:00,2025-07-21 16:16:37,6.3,priority,166,22,88,0,276,327,0,342,51,0
TOW004665,CLM001392,VEH001392,P005,75149,Mesquite,TX,YARD_OKC_01,7.0,2025-03-18 13:00:00,2025-03-18 17:26:16,4.4,standard,97,6,48,0,150,225,1,242,75,0
TOW004666,CLM008743,VEH008743,P002,75201,Dallas,TX,YARD_DAL_01,8.4,2025-07-16 16:00:00,2025-07-16 20:29:37,4.5,long_distance,101,5,50,0,156,242,0,287,86,0
TOW004667,CLM008320,VEH008320,P007,77002,Houston,TX,YARD_HOU_01,10.7,2025-05-17 12:00:00,2025-05-17 13:53:32,1.9,standard,108,9,54,0,171,203,0,198,32,0
TOW004668,CLM008229,VEH008229,P024,73102,Oklahoma City,OK,YARD_HOU_01,17.5,2025-06-28 19:00:00,2025-06-28 21:10:22,2.2,after_hours,129,12,66,299,299,385,1,315,86,1
TOW004669,CLM006739,VEH006739,P006,78701,Austin,TX,YARD_DAL_01,9.5,2025-01-11 21:00:00,2025-01-11 22:48:51,1.8,priority,104,6,52,0,163,188,0,178,25,0
TOW004670,CLM000603,VEH000603,P014,73102,Oklahoma City,OK,YARD_OKC_01,18.6,2025-07-12 17:00:00,2025-07-13 00:23:24,7.4,standard,133,20,68,0,221,338,0,323,117,0
TOW004671,CLM003978,VEH003978,P005,78664,Round Rock,TX,YARD_AUS_01,32.8,2025-07-11 06:00:00,2025-07-11 15:24:45,9.4,long_distance,177,20,94,503,503,770,0,671,267,1
TOW004672,CLM000193,VEH000193,P037,78701,Austin,TX,YARD_OKC_01,29.0,2025-07-14 17:00:00,2025-07-14 20:45:51,3.8,standard,165,22,87,375,375,483,0,457,108,1
TOW004673,CLM003782,VEH003782,P032,78701,Austin,TX,YARD_HOU_01,30.9,2025-02-24 06:00:00,2025-02-24 14:42:38,8.7,standard,171,20,91,0,282,403,0,358,121,0
TOW004674,CLM000360,VEH000360,P007,76010,Arlington,TX,YARD_HOU_01,6.3,2025-06-13 20:00:00,2025-06-14 03:54:31,7.9,standard,95,7,46,0,148,198,0,189,50,0
TOW004675,CLM004737,VEH004737,P014,78701,Austin,TX,YARD_DAL_01,2.9,2025-06-22 19:00:00,2025-06-23 01:49:12,6.8,standard,84,3,40,272,272,353,0,372,81,1
TOW004676,CLM008233,VEH008233,P023,77002,Houston,TX,YARD_OKC_01,71.6,2025-05-23 13:00:00,2025-05-23 19:01:36,6.0,standard,297,40,164,564,564,723,1,731,159,1
TOW004677,CLM006424,VEH006424,P025,75149,Mesquite,TX,YARD_DAL_01,63.1,2025-03-16 12:00:00,2025-03-16 22:02:42,10.0,standard,271,49,149,678,678,909,1,938,231,1
TOW004678,CLM003709,VEH003709,P019,75201,Dallas,TX,YARD_AUS_01,6.9,2025-03-22 16:00:00,2025-03-23 01:40:15,9.7,heavy_vehicle,316,6,177,0,500,743,0,695,243,0
TOW004679,CLM008181,VEH008181,P040,75024,Plano,TX,YARD_AUS_01,20.4,2025-02-17 22:00:00,2025-02-18 05:23:15,7.4,standard,138,23,72,0,233,263,1,297,30,0
TOW004680,CLM003529,VEH003529,P015,77002,Houston,TX,YARD_AUS_01,42.9,2025-06-25 19:00:00,2025-06-26 01:44:42,6.7,after_hours,208,50,112,471,471,657,0,654,186,1
TOW004681,CLM007109,VEH007109,P040,77002,Houston,TX,YARD_AUS_01,20.9,2025-07-04 09:00:00,2025-07-04 16:13:05,7.2,priority,140,12,73,0,224,296,1,316,72,0
TOW004682,CLM008979,VEH008979,P028,75201,Dallas,TX,YARD_HOU_01,23.5,2025-07-09 18:00:00,2025-07-10 02:34:01,8.6,standard,148,18,77,0,243,333,0,366,90,0
TOW004683,CLM006471,VEH006471,P014,78664,Round Rock,TX,YARD_HOU_01,13.0,2025-04-16 09:00:00,2025-04-16 14:42:56,5.7,long_distance,115,14,58,408,408,588,1,576,180,1
TOW004684,CLM002463,VEH002463,P037,77002,Houston,TX,YARD_DAL_01,47.1,2025-03-04 08:00:00,2025-03-04 12:02:06,4.0,long_distance,221,44,120,0,385,545,0,636,160,0
TOW004685,CLM009709,VEH009709,P028,76010,Arlington,TX,YARD_HOU_01,5.9,2025-02-06 15:00:00,2025-02-06 19:56:44,4.9,standard,93,4,46,0,143,164,1,125,21,0
TOW004686,CLM005305,VEH005305,P020,75024,Plano,TX,YARD_OKC_01,45.9,2025-04-04 11:00:00,2025-04-04 18:40:45,7.7,standard,217,50,118,504,504,670,1,744,166,1
TOW004687,CLM006783,VEH006783,P029,78701,Austin,TX,YARD_AUS_01,43.5,2025-01-22 15:00:00,2025-01-22 20:40:46,5.7,standard,210,37,113,0,360,476,0,451,116,0
TOW004688,CLM005661,VEH005661,P003,78701,Austin,TX,YARD_OKC_01,9.7,2025-06-15 12:00:00,2025-06-15 15:51:15,3.9,standard,105,7,52,235,235,354,0,329,119,1
TOW004689,CLM003934,VEH003934,P026,78701,Austin,TX,YARD_HOU_01,49.3,2025-05-01 17:00:00,2025-05-01 22:52:04,5.9,long_distance,228,45,124,0,396,533,0,659,137,0
TOW004690,CLM008493,VEH008493,P030,76010,Arlington,TX,YARD_DAL_01,36.0,2025-01-02 21:00:00,2025-01-03 03:44:01,6.7,standard,187,22,100,0,309,473,1,602,164,0
TOW004691,CLM007241,VEH007241,P029,78701,Austin,TX,YARD_DAL_01,28.9,2025-05-21 22:00:00,2025-05-22 01:48:09,3.8,priority,165,24,87,0,275,377,1,422,102,0
TOW004692,CLM004230,VEH004230,P023,77520,Baytown,TX,YARD_OKC_01,13.6,2025-04-15 08:00:00,2025-04-15 12:41:32,4.7,standard,117,13,59,0,190,223,1,224,33,0
TOW004693,CLM000021,VEH000021,P014,75024,Plano,TX,YARD_OKC_01,23.1,2025-03-11 17:00:00,2025-03-11 20:27:49,3.5,priority,147,14,77,0,237,329,0,252,92,0
TOW004694,CLM001210,VEH001210,P024,76010,Arlington,TX,YARD_HOU_01,8.1,2025-01-07 07:00:00,2025-01-07 09:55:42,2.9,priority,100,5,50,320,320,464,0,425,144,1
TOW004695,CLM007679,VEH007679,P004,78664,Round Rock,TX,YARD_OKC_01,20.7,2025-07-21 13:00:00,2025-07-21 17:31:11,4.5,long_distance,139,16,72,0,228,287,1,295,59,0
TOW004696,CLM001241,VEH001241,P028,77002,Houston,TX,YARD_DAL_01,48.0,2025-01-01 22:00:00,2025-01-02 03:41:50,5.7,standard,224,53,121,0,398,541,1,456,143,0
TOW004697,CLM002456,VEH002456,P014,75024,Plano,TX,YARD_HOU_01,36.1,2025-01-21 12:00:00,2025-01-21 20:55:54,8.9,standard,187,32,100,0,319,438,0,484,119,0
TOW004698,CLM009956,VEH009956,P035,73102,Oklahoma City,OK,YARD_AUS_01,29.6,2025-04-05 21:00:00,2025-04-06 00:42:26,3.7,standard,167,23,88,0,278,357,0,332,79,0
TOW004699,CLM000650,VEH000650,P037,75024,Plano,TX,YARD_OKC_01,43.9,2025-03-13 19:00:00,2025-03-14 00:13:06,5.2,standard,211,30,114,0,355,425,1,426,70,0
TOW004700,CLM002103,VEH002103,P023,77520,Baytown,TX,YARD_OKC_01,31.9,2025-03-11 17:00:00,2025-03-11 21:14:44,4.2,after_hours,174,20,92,0,286,323,1,317,37,0
TOW004701,CLM009777,VEH009777,P037,75201,Dallas,TX,YARD_DAL_01,28.4,2025-04-07 10:00:00,2025-04-07 17:42:02,7.7,standard,163,25,86,326,326,432,1,457,106,1
TOW004702,CLM008924,VEH008924,P015,75149,Mesquite,TX,YARD_DAL_01,42.1,2025-01-02 17:00:00,2025-01-03 00:00:31,7.0,priority,206,38,111,0,354,459,1,553,105,0
TOW004703,CLM000333,VEH000333,P029,75149,Mesquite,TX,YARD_AUS_01,10.7,2025-02-04 18:00:00,2025-02-04 21:50:37,3.8,priority,108,7,54,0,169,255,1,292,86,0
TOW004704,CLM008183,VEH008183,P023,78701,Austin,TX,YARD_AUS_01,23.8,2025-01-30 07:00:00,2025-01-30 13:09:03,6.2,priority,149,23,78,0,249,356,0,342,107,0
TOW004705,CLM005370,VEH005370,P031,77520,Baytown,TX,YARD_HOU_01,48.8,2025-05-05 11:00:00,2025-05-05 17:00:35,6.0,standard,226,42,123,0,391,537,1,617,146,0
TOW004706,CLM001968,VEH001968,P003,76010,Arlington,TX,YARD_DAL_01,32.2,2025-04-18 17:00:00,2025-04-18 21:17:46,4.3,standard,175,18,93,0,286,425,1,388,139,0
TOW004707,CLM007603,VEH007603,P001,78664,Round Rock,TX,YARD_OKC_01,27.1,2025-06-21 18:00:00,2025-06-21 22:09:21,4.2,standard,159,23,84,0,265,307,1,306,42,0
TOW004708,CLM009296,VEH009296,P037,78664,Round Rock,TX,YARD_HOU_01,32.0,2025-01-03 14:00:00,2025-01-03 17:43:11,3.7,priority,174,19,93,0,286,328,0,295,42,0
TOW004709,CLM000048,VEH000048,P035,75024,Plano,TX,YARD_AUS_01,10.6,2025-05-26 15:00:00,2025-05-26 18:20:30,3.3,standard,108,12,54,0,174,222,0,259,48,0
TOW004710,CLM002285,VEH002285,P040,78664,Round Rock,TX,YARD_HOU_01,13.5,2025-02-22 10:00:00,2025-02-22 13:44:10,3.7,standard,117,16,59,0,192,233,0,222,41,0
TOW004711,CLM006277,VEH006277,P035,77520,Baytown,TX,YARD_OKC_01,7.4,2025-04-04 17:00:00,2025-04-04 21:22:10,4.4,after_hours,98,9,48,254,254,339,0,344,85,1
TOW004712,CLM006757,VEH006757,P035,78701,Austin,TX,YARD_OKC_01,29.9,2025-05-30 06:00:00,2025-05-30 11:24:48,5.4,priority,168,22,89,0,279,354,0,373,75,0
TOW004713,CLM009710,VEH009710,P037,76010,Arlington,TX,YARD_AUS_01,114.9,2025-02-20 22:00:00,2025-02-21 11:36:16,13.6,priority,431,110,242,1005,1005,1235,1,1110,230,1
TOW004714,CLM001203,VEH001203,P037,75201,Dallas,TX,YARD_HOU_01,102.7,2025-04-30 07:00:00,2025-04-30 18:07:44,11.1,standard,393,60,220,910,910,1178,0,1070,268,1
TOW004715,CLM008448,VEH008448,P035,78664,Round Rock,TX,YARD_AUS_01,32.8,2025-04-27 07:00:00,2025-04-27 12:55:03,5.9,long_distance,177,27,94,0,297,358,1,401,61,0
TOW004716,CLM004961,VEH004961,P008,75201,Dallas,TX,YARD_OKC_01,14.4,2025-04-16 16:00:00,2025-04-16 21:13:05,5.2,standard,120,9,61,0,189,220,0,266,31,0
TOW004717,CLM006816,VEH006816,P008,75149,Mesquite,TX,YARD_AUS_01,35.5,2025-01-05 16:00:00,2025-01-05 20:31:56,4.5,standard,185,25,99,0,309,454,0,498,145,0
TOW004718,CLM003599,VEH003599,P026,77520,Baytown,TX,YARD_AUS_01,16.8,2025-06-02 22:00:00,2025-06-03 02:46:32,4.8,standard,127,10,65,0,202,246,0,284,44,0
TOW004719,CLM001773,VEH001773,P015,75149,Mesquite,TX,YARD_HOU_01,5.8,2025-07-04 14:00:00,2025-07-04 18:38:17,4.6,standard,93,5,45,0,143,216,0,238,73,0
TOW004720,CLM003917,VEH003917,P028,77520,Baytown,TX,YARD_AUS_01,10.2,2025-03-26 06:00:00,2025-03-26 08:06:42,2.1,standard,107,10,53,0,170,242,1,232,72,0
TOW004721,CLM003779,VEH003779,P006,75024,Plano,TX,YARD_DAL_01,23.3,2025-06-06 18:00:00,2025-06-07 06:35:12,12.6,heavy_vehicle,367,23,207,0,597,751,1,626,154,0
TOW004722,CLM002579,VEH002579,P014,73102,Oklahoma City,OK,YARD_OKC_01,16.5,2025-02-01 21:00:00,2025-02-02 05:28:30,8.5,after_hours,126,11,65,0,202,236,1,250,34,0
TOW004723,CLM008000,VEH008000,P008,78664,Round Rock,TX,YARD_OKC_01,43.1,2025-06-28 21:00:00,2025-06-29 04:37:01,7.6,standard,209,52,113,0,373,462,1,479,89,0
TOW004724,CLM008952,VEH008952,P037,77002,Houston,TX,YARD_DAL_01,23.8,2025-05-02 08:00:00,2025-05-02 16:08:02,8.1,priority,149,28,78,303,303,404,0,443,101,1
TOW004725,CLM009359,VEH009359,P007,75149,Mesquite,TX,YARD_HOU_01,77.2,2025-03-24 12:00:00,2025-03-25 00:07:05,12.1,standard,314,84,174,730,730,1043,0,1011,313,1
TOW004726,CLM006163,VEH006163,P028,75149,Mesquite,TX,YARD_DAL_01,12.6,2025-05-22 08:00:00,2025-05-22 13:50:43,5.8,after_hours,114,11,58,365,365,452,1,486,87,1
TOW004727,CLM000987,VEH000987,P019,75024,Plano,TX,YARD_OKC_01,33.6,2025-03-25 19:00:00,2025-03-25 21:52:01,2.9,standard,179,33,95,0,308,400,0,401,92,0
TOW004728,CLM001882,VEH001882,P037,75149,Mesquite,TX,YARD_DAL_01,16.6,2025-02-17 14:00:00,2025-02-17 20:38:15,6.6,long_distance,126,17,65,0,208,269,1,283,61,0
TOW004729,CLM009143,VEH009143,P007,75201,Dallas,TX,YARD_HOU_01,13.7,2025-02-03 06:00:00,2025-02-03 12:35:13,6.6,priority,117,11,60,0,188,233,1,222,45,0
TOW004730,CLM009225,VEH009225,P022,77520,Baytown,TX,YARD_DAL_01,16.4,2025-03-16 13:00:00,2025-03-16 18:56:33,5.9,standard,126,10,65,0,200,254,1,273,54,0
TOW004731,CLM003583,VEH003583,P037,75024,Plano,TX,YARD_AUS_01,13.7,2025-05-19 10:00:00,2025-05-19 12:39:49,2.7,standard,117,8,60,0,185,225,0,169,40,0
TOW004732,CLM006542,VEH006542,P004,75149,Mesquite,TX,YARD_HOU_01,11.5,2025-07-21 17:00:00,2025-07-21 20:28:39,3.5,standard,111,12,56,251,251,358,0,343,107,1
TOW004733,CLM000074,VEH000074,P003,78664,Round Rock,TX,YARD_HOU_01,6.4,2025-01-25 16:00:00,2025-01-25 17:27:31,1.5,long_distance,95,4,47,260,260,310,1,307,50,1
TOW004734,CLM009984,VEH009984,P010,75201,Dallas,TX,YARD_AUS_01,20.4,2025-03-06 13:00:00,2025-03-06 15:51:34,2.9,standard,138,13,72,0,223,317,1,279,94,0
TOW004735,CLM009608,VEH009608,P028,75024,Plano,TX,YARD_DAL_01,8.6,2025-03-31 07:00:00,2025-03-31 13:57:44,7.0,standard,102,5,50,0,157,183,1,185,26,0
TOW004736,CLM003333,VEH003333,P013,78664,Round Rock,TX,YARD_OKC_01,27.5,2025-07-03 22:00:00,2025-07-04 04:20:17,6.3,standard,160,28,84,382,382,545,1,519,163,1
TOW004737,CLM009925,VEH009925,P019,78664,Round Rock,TX,YARD_HOU_01,36.4,2025-07-19 12:00:00,2025-07-19 20:49:48,8.8,after_hours,188,35,101,0,324,441,1,531,117,0
TOW004738,CLM002710,VEH002710,P004,78701,Austin,TX,YARD_HOU_01,14.0,2025-01-03 14:00:00,2025-01-03 21:06:27,7.1,heavy_vehicle,338,8,190,0,537,787,1,707,250,0
TOW004739,CLM007762,VEH007762,P026,78664,Round Rock,TX,YARD_DAL_01,10.1,2025-05-11 17:00:00,2025-05-12 00:49:47,7.8,long_distance,106,7,53,0,166,220,1,268,54,0
TOW004740,CLM004581,VEH004581,P036,77002,Houston,TX,YARD_HOU_01,31.8,2025-01-24 07:00:00,2025-01-24 10:59:45,4.0,priority,174,34,92,0,300,445,0,504,145,0
TOW004741,CLM000371,VEH000371,P010,75024,Plano,TX,YARD_OKC_01,9.3,2025-01-23 18:00:00,2025-01-23 22:10:15,4.2,standard,104,7,52,287,287,440,1,362,153,1
TOW004742,CLM008638,VEH008638,P003,78701,Austin,TX,YARD_DAL_01,3.1,2025-01-14 09:00:00,2025-01-14 13:52:04,4.9,standard,85,4,41,0,129,185,0,195,56,0
TOW004743,CLM000777,VEH000777,P015,75149,Mesquite,TX,YARD_OKC_01,29.7,2025-04-14 09:00:00,2025-04-14 13:20:06,4.3,long_distance,167,34,88,0,289,364,1,342,75,0
TOW004744,CLM000300,VEH000300,P035,77002,Houston,TX,YARD_AUS_01,67.3,2025-04-29 06:00:00,2025-04-29 17:07:08,11.1,standard,284,77,156,0,517,619,1,677,102,0
TOW004745,CLM005838,VEH005838,P028,78701,Austin,TX,YARD_OKC_01,21.3,2025-06-16 16:00:00,2025-06-16 22:40:20,6.7,standard,141,25,73,0,240,356,1,335,116,0
TOW004746,CLM000556,VEH000556,P037,73102,Oklahoma City,OK,YARD_OKC_01,34.7,2025-01-29 06:00:00,2025-01-29 15:13:33,9.2,long_distance,183,23,97,0,303,432,0,419,129,0
TOW004747,CLM002389,VEH002389,P025,78664,Round Rock,TX,YARD_DAL_01,15.8,2025-04-14 06:00:00,2025-04-14 11:48:28,5.8,standard,124,16,63,0,204,252,1,214,48,0
TOW004748,CLM002193,VEH002193,P035,75201,Dallas,TX,YARD_OKC_01,4.4,2025-02-09 06:00:00,2025-02-09 10:29:59,4.5,standard,89,3,43,0,134,173,0,162,39,0
TOW004749,CLM009657,VEH009657,P028,76010,Arlington,TX,YARD_AUS_01,55.7,2025-05-14 15:00:00,2025-05-14 22:04:29,7.1,standard,248,48,135,0,431,521,1,484,90,0
TOW004750,CLM000445,VEH000445,P003,77002,Houston,TX,YARD_HOU_01,20.0,2025-05-11 15:00:00,2025-05-11 20:29:50,5.5,standard,137,20,71,0,228,305,0,315,77,0
TOW004751,CLM009551,VEH009551,P010,73102,Oklahoma City,OK,YARD_HOU_01,28.2,2025-01-26 07:00:00,2025-01-26 16:04:09,9.1,standard,162,31,86,0,280,402,1,343,122,0
TOW004752,CLM009224,VEH009224,P028,76010,Arlington,TX,YARD_AUS_01,19.1,2025-05-12 15:00:00,2025-05-12 20:26:14,5.4,after_hours,134,17,69,267,267,354,0,325,87,1
TOW004753,CLM000558,VEH000558,P039,75201,Dallas,TX,YARD_DAL_01,82.8,2025-02-15 07:00:00,2025-02-15 19:05:36,12.1,after_hours,332,65,184,798,798,1178,0,1169,380,1
TOW004754,CLM009822,VEH009822,P028,73102,Oklahoma City,OK,YARD_OKC_01,27.8,2025-01-17 13:00:00,2025-01-17 18:58:39,6.0,after_hours,161,28,85,0,274,340,0,401,66,0
TOW004755,CLM006320,VEH006320,P028,78701,Austin,TX,YARD_HOU_01,16.8,2025-01-12 14:00:00,2025-01-12 18:50:35,4.8,priority,127,13,65,0,206,262,1,268,56,0
TOW004756,CLM003537,VEH003537,P025,77002,Houston,TX,YARD_HOU_01,51.0,2025-01-24 10:00:00,2025-01-24 15:28:04,5.5,standard,233,30,127,0,390,514,1,572,124,0
TOW004757,CLM006917,VEH006917,P036,77520,Baytown,TX,YARD_AUS_01,26.3,2025-03-21 14:00:00,2025-03-21 20:58:54,7.0,standard,157,22,82,0,261,336,0,342,75,0
TOW004758,CLM005285,VEH005285,P014,75024,Plano,TX,YARD_DAL_01,18.4,2025-06-01 07:00:00,2025-06-01 14:05:26,7.1,heavy_vehicle,352,19,198,0,569,861,0,799,292,0
TOW004759,CLM005913,VEH005913,P003,76010,Arlington,TX,YARD_HOU_01,25.5,2025-05-11 21:00:00,2025-05-12 03:55:15,6.9,after_hours,154,25,81,0,260,350,1,376,90,0
TOW004760,CLM002306,VEH002306,P018,73102,Oklahoma City,OK,YARD_HOU_01,17.9,2025-04-26 10:00:00,2025-04-26 13:03:02,3.1,priority,130,11,67,0,208,296,0,260,88,0
TOW004761,CLM007977,VEH007977,P022,75024,Plano,TX,YARD_OKC_01,21.4,2025-02-20 14:00:00,2025-02-20 19:36:59,5.6,standard,141,18,74,0,233,266,0,282,33,0
TOW004762,CLM003733,VEH003733,P035,77520,Baytown,TX,YARD_DAL_01,25.4,2025-06-01 19:00:00,2025-06-02 00:01:31,5.0,standard,154,25,81,0,260,361,1,345,101,0
TOW004763,CLM000500,VEH000500,P002,75149,Mesquite,TX,YARD_DAL_01,24.9,2025-04-04 22:00:00,2025-04-05 00:38:35,2.6,standard,152,14,80,0,246,294,1,272,48,0
TOW004764,CLM004175,VEH004175,P029,77520,Baytown,TX,YARD_AUS_01,38.5,2025-03-05 19:00:00,2025-03-05 23:31:03,4.5,standard,194,46,104,0,345,503,0,470,158,0
TOW004765,CLM009419,VEH009419,P005,75149,Mesquite,TX,YARD_DAL_01,91.6,2025-03-14 13:00:00,2025-03-14 21:14:54,8.2,standard,359,92,200,831,831,1132,1,981,301,1
TOW004766,CLM007770,VEH007770,P014,75024,Plano,TX,YARD_DAL_01,8.3,2025-01-31 18:00:00,2025-02-01 00:40:21,6.7,standard,101,10,50,332,332,437,0,459,105,1
TOW004767,CLM004159,VEH004159,P019,75201,Dallas,TX,YARD_HOU_01,18.4,2025-06-14 11:00:00,2025-06-14 19:41:06,8.7,standard,132,12,68,0,212,251,1,249,39,0
TOW004768,CLM002918,VEH002918,P002,75024,Plano,TX,YARD_OKC_01,8.4,2025-07-02 14:00:00,2025-07-02 18:34:31,4.6,after_hours,101,7,50,0,158,182,1,206,24,0
TOW004769,CLM005573,VEH005573,P037,76010,Arlington,TX,YARD_HOU_01,23.0,2025-04-01 19:00:00,2025-04-01 22:00:13,3.0,standard,146,26,76,0,249,340,0,369,91,0
TOW004770,CLM000964,VEH000964,P011,75201,Dallas,TX,YARD_AUS_01,13.4,2025-04-25 11:00:00,2025-04-25 14:39:41,3.7,after_hours,117,13,59,0,189,220,1,248,31,0
TOW004771,CLM003459,VEH003459,P020,78664,Round Rock,TX,YARD_AUS_01,71.9,2025-07-23 19:00:00,2025-07-24 05:02:18,10.0,long_distance,298,59,164,666,666,1027,0,1236,361,1
TOW004772,CLM003277,VEH003277,P025,75024,Plano,TX,YARD_DAL_01,10.9,2025-04-11 16:00:00,2025-04-11 22:17:19,6.3,standard,109,11,55,0,175,201,0,192,26,0
TOW004773,CLM008978,VEH008978,P023,75024,Plano,TX,YARD_OKC_01,44.4,2025-07-03 17:00:00,2025-07-03 20:44:57,3.7,standard,213,41,115,0,369,455,1,405,86,0
TOW004774,CLM005109,VEH005109,P006,75201,Dallas,TX,YARD_DAL_01,5.4,2025-04-21 22:00:00,2025-04-22 02:48:23,4.8,standard,92,6,45,0,142,182,1,151,40,0
