allocation_scenario_id,simulation_run_id,vehicle_id,yard_id,allocation_strategy,assigned_zone_id,assigned_slot_id,vehicle_priority_score,zone_accessibility_score,simulated_retrieval_duration_minutes,simulated_wait_time_minutes,simulated_travel_distance_meters,blocked_vehicle_count_estimate,high_priority_flag,retrieval_under_15_min_flag,priority_weighted_time,allocation_efficiency_score
ALC026099,RUN003,VEH006525,YARD_AUS_01,priority_based,B,B10-002,78.9,67,33.4,49.8,545,3,1,0,26.4,92
ALC026100,RUN003,VEH006525,YARD_AUS_01,optimized,FA,FA01-001,78.9,86,18.7,31.6,179,0,1,0,14.8,100
ALC026101,RUN003,VEH006526,YARD_HOU_01,random,NR,NR04-008,64.9,59,52.1,65.7,1211,1,0,0,33.8,79
ALC026102,RUN003,VEH006526,YARD_HOU_01,first_available,B,B11-012,64.9,69,34.6,46.1,627,0,0,0,22.5,98
ALC026103,RUN003,VEH006526,YARD_HOU_01,priority_based,A,A05-007,64.9,83,42.4,61.3,716,6,0,0,27.5,85
ALC026104,RUN003,VEH006526,YARD_HOU_01,optimized,FA,FA03-021,64.9,99,43.1,63.2,153,9,0,0,28.0,92
ALC026105,RUN003,VEH006527,YARD_OKC_01,random,OF,OF03-003,82.1,43,69.0,98.9,1427,6,1,0,56.7,51
ALC026106,RUN003,VEH006527,YARD_OKC_01,first_available,OF,OF02-007,82.1,37,45.9,71.4,1807,3,1,0,37.7,72
ALC026107,RUN003,VEH006527,YARD_OKC_01,priority_based,FA,FA09-004,82.1,86,21.1,35.1,337,1,1,0,17.3,100
ALC026108,RUN003,VEH006527,YARD_OKC_01,optimized,A,A01-002,82.1,67,33.3,45.9,306,6,1,0,27.3,94
ALC026109,RUN003,VEH006528,YARD_OKC_01,random,A,A07-020,82.9,79,43.1,67.9,573,4,1,0,35.7,87
ALC026110,RUN003,VEH006528,YARD_OKC_01,first_available,B,B18-019,82.9,67,37.0,66.9,680,2,1,0,30.7,91
ALC026111,RUN003,VEH006528,YARD_OKC_01,priority_based,B,B14-014,82.9,82,21.4,28.0,734,1,1,0,17.7,100
ALC026112,RUN003,VEH006528,YARD_OKC_01,optimized,B,B20-018,82.9,74,15.8,26.4,759,0,1,0,13.1,100
ALC026113,RUN003,VEH006529,YARD_DAL_01,random,A,A17-008,59.1,59,65.4,96.8,650,6,0,0,38.7,59
ALC026114,RUN003,VEH006529,YARD_DAL_01,first_available,A,A11-011,59.1,65,37.3,53.4,608,2,0,0,22.0,90
ALC026115,RUN003,VEH006529,YARD_DAL_01,priority_based,B,B03-009,59.1,73,51.2,74.1,681,8,0,0,30.3,71
ALC026116,RUN003,VEH006529,YARD_DAL_01,optimized,FA,FA16-004,59.1,94,38.3,66.4,264,8,0,0,22.6,96
ALC026117,RUN003,VEH006530,YARD_HOU_01,random,A,A12-007,80.5,79,65.4,82.4,849,6,1,0,52.6,66
ALC026118,RUN003,VEH006530,YARD_HOU_01,first_available,A,A18-011,80.5,73,32.1,64.5,236,3,1,0,25.9,95
ALC026119,RUN003,VEH006530,YARD_HOU_01,priority_based,FA,FA09-004,80.5,92,33.8,51.3,249,6,1,0,27.2,94
ALC026120,RUN003,VEH006530,YARD_HOU_01,optimized,A,A12-021,80.5,64,22.5,31.0,709,0,1,0,18.1,100
ALC026121,RUN003,VEH006531,YARD_DAL_01,random,B,B06-004,94.5,75,46.0,47.8,316,5,1,0,43.4,81
ALC026122,RUN003,VEH006531,YARD_DAL_01,first_available,B,B15-003,94.5,72,27.0,50.8,649,2,1,0,25.5,100
ALC026123,RUN003,VEH006531,YARD_DAL_01,priority_based,B,B11-005,94.5,60,15.1,21.3,516,0,1,0,14.3,100
ALC026124,RUN003,VEH006531,YARD_DAL_01,optimized,FA,FA11-017,94.5,84,24.6,30.9,261,4,1,0,23.3,100
ALC026125,RUN003,VEH006532,YARD_DAL_01,random,B,B05-008,90.4,65,42.8,66.5,737,2,1,0,38.7,86
ALC026126,RUN003,VEH006532,YARD_DAL_01,first_available,A,A15-002,90.4,75,26.3,33.6,830,1,1,0,23.8,100
ALC026127,RUN003,VEH006532,YARD_DAL_01,priority_based,FA,FA15-001,90.4,95,20.6,40.9,259,3,1,0,18.7,100
ALC026128,RUN003,VEH006532,YARD_DAL_01,optimized,B,B06-018,90.4,60,24.6,32.1,762,4,1,0,22.2,100
ALC026129,RUN003,VEH006533,YARD_AUS_01,random,A,A04-011,84.5,67,53.4,72.3,472,3,1,0,45.1,77
ALC026130,RUN003,VEH006533,YARD_AUS_01,first_available,NR,NR14-024,84.5,39,35.6,50.2,1259,0,1,0,30.1,86
ALC026131,RUN003,VEH006533,YARD_AUS_01,priority_based,B,B13-011,84.5,85,31.9,47.0,882,0,1,0,26.9,100
ALC026132,RUN003,VEH006533,YARD_AUS_01,optimized,FA,FA11-003,84.5,85,30.6,39.2,88,3,1,0,25.8,100
ALC026133,RUN003,VEH006534,YARD_OKC_01,random,HV,HV06-006,75.8,63,64.9,85.6,1356,6,1,0,49.2,61
ALC026134,RUN003,VEH006534,YARD_OKC_01,first_available,HV,HV15-005,75.8,61,34.9,54.9,1182,0,1,0,26.5,95
ALC026135,RUN003,VEH006534,YARD_OKC_01,priority_based,A,A01-009,75.8,79,30.2,41.7,622,2,1,0,22.9,100
ALC026136,RUN003,VEH006534,YARD_OKC_01,optimized,FA,FA11-017,75.8,91,20.9,39.5,405,1,1,0,15.9,100
ALC026137,RUN003,VEH006535,YARD_HOU_01,random,HV,HV17-004,81.8,53,42.4,48.9,1052,3,1,0,34.7,80
ALC026138,RUN003,VEH006535,YARD_HOU_01,first_available,HV,HV01-005,81.8,36,29.8,44.2,992,1,1,0,24.4,88
ALC026139,RUN003,VEH006535,YARD_HOU_01,priority_based,A,A18-025,81.8,56,21.4,47.5,503,2,1,0,17.5,99
ALC026140,RUN003,VEH006535,YARD_HOU_01,optimized,B,B07-014,81.8,84,23.4,34.6,505,4,1,0,19.2,100
ALC026141,RUN003,VEH006536,YARD_DAL_01,random,OF,OF19-009,86.9,41,61.8,93.4,2075,3,1,0,53.7,62
ALC026142,RUN003,VEH006536,YARD_DAL_01,first_available,LTH,LTH11-016,86.9,46,44.0,67.5,1671,3,1,0,38.2,77
ALC026143,RUN003,VEH006536,YARD_DAL_01,priority_based,FA,FA13-009,86.9,84,10.3,19.2,141,0,1,1,9.0,100
ALC026144,RUN003,VEH006536,YARD_DAL_01,optimized,A,A20-010,86.9,84,15.2,27.7,335,1,1,0,13.2,100
ALC026145,RUN003,VEH006537,YARD_OKC_01,random,A,A16-012,77.4,67,33.7,61.8,479,0,1,0,26.1,98
ALC026146,RUN003,VEH006537,YARD_OKC_01,first_available,A,A02-005,77.4,82,39.8,64.3,510,4,1,0,30.8,90
ALC026147,RUN003,VEH006537,YARD_OKC_01,priority_based,A,A11-018,77.4,64,27.3,31.4,588,1,1,0,21.1,99
ALC026148,RUN003,VEH006537,YARD_OKC_01,optimized,FA,FA13-023,77.4,82,20.5,17.3,92,1,1,0,15.8,100
ALC026149,RUN003,VEH006538,YARD_HOU_01,random,NR,NR15-006,58.6,56,51.9,66.3,1045,2,0,0,30.4,76
ALC026150,RUN003,VEH006538,YARD_HOU_01,first_available,A,A14-013,58.6,79,46.2,61.5,536,5,0,0,27.1,83
ALC026151,RUN003,VEH006538,YARD_HOU_01,priority_based,B,B04-019,58.6,57,35.3,58.5,929,2,0,0,20.7,89
ALC026152,RUN003,VEH006538,YARD_HOU_01,optimized,FA,FA05-013,58.6,91,21.7,31.6,350,1,0,0,12.7,100
ALC026153,RUN003,VEH006539,YARD_DAL_01,random,NR,NR12-011,84.2,66,48.5,69.5,1098,2,1,0,40.8,82
ALC026154,RUN003,VEH006539,YARD_DAL_01,first_available,B,B14-014,84.2,81,39.3,66.0,823,3,1,0,33.1,92
ALC026155,RUN003,VEH006539,YARD_DAL_01,priority_based,B,B03-009,84.2,73,30.0,40.2,616,2,1,0,25.2,99
ALC026156,RUN003,VEH006539,YARD_DAL_01,optimized,B,B15-010,84.2,65,18.9,30.3,900,0,1,0,15.9,100
ALC026157,RUN003,VEH006540,YARD_OKC_01,random,NR,NR12-018,82.5,58,47.7,82.4,1055,1,1,0,39.4,82
ALC026158,RUN003,VEH006540,YARD_OKC_01,first_available,B,B01-010,82.5,69,40.2,53.1,796,1,1,0,33.2,92
ALC026159,RUN003,VEH006540,YARD_OKC_01,priority_based,A,A02-019,82.5,81,39.4,62.8,365,6,1,0,32.5,86
ALC026160,RUN003,VEH006540,YARD_OKC_01,optimized,FA,FA05-020,82.5,88,19.2,31.7,156,0,1,0,15.8,100
ALC026161,RUN003,VEH006541,YARD_AUS_01,random,B,B09-020,87.9,74,20.3,56.8,688,0,1,0,17.9,100
ALC026162,RUN003,VEH006541,YARD_AUS_01,first_available,A,A16-019,87.9,67,22.4,50.2,480,2,1,0,19.7,100
ALC026163,RUN003,VEH006541,YARD_AUS_01,priority_based,B,B02-013,87.9,64,27.7,39.2,549,3,1,0,24.3,95
ALC026164,RUN003,VEH006541,YARD_AUS_01,optimized,B,B01-024,87.9,80,9.0,25.7,504,1,1,1,7.9,100
ALC026165,RUN003,VEH006542,YARD_HOU_01,random,FA,FA11-003,86.3,89,29.0,33.0,283,2,1,0,25.0,100
ALC026166,RUN003,VEH006542,YARD_HOU_01,first_available,A,A16-012,86.3,77,44.2,54.3,771,6,1,0,38.1,81
ALC026167,RUN003,VEH006542,YARD_HOU_01,priority_based,B,B02-013,86.3,64,14.5,27.7,448,1,1,1,12.5,100
ALC026168,RUN003,VEH006542,YARD_HOU_01,optimized,A,A09-019,86.3,75,23.2,49.7,416,3,1,0,20.0,100
ALC026169,RUN003,VEH006543,YARD_OKC_01,random,OF,OF08-004,83.3,45,58.8,77.4,1042,6,1,0,49.0,59
ALC026170,RUN003,VEH006543,YARD_OKC_01,first_available,LTH,LTH18-002,83.3,52,36.4,65.6,1373,1,1,0,30.3,88
ALC026171,RUN003,VEH006543,YARD_OKC_01,priority_based,A,A13-024,83.3,82,32.9,39.0,834,5,1,0,27.4,94
ALC026172,RUN003,VEH006543,YARD_OKC_01,optimized,B,B10-009,83.3,66,26.8,53.5,777,4,1,0,22.3,100
ALC026173,RUN003,VEH006544,YARD_OKC_01,random,B,B19-022,72.1,56,29.4,36.2,394,0,0,0,21.2,97
ALC026174,RUN003,VEH006544,YARD_OKC_01,first_available,B,B08-017,72.1,62,26.1,51.0,501,1,0,0,18.8,100
ALC026175,RUN003,VEH006544,YARD_OKC_01,priority_based,NR,NR10-012,72.1,35,31.8,48.5,600,3,0,0,22.9,82
ALC026176,RUN003,VEH006544,YARD_OKC_01,optimized,A,A02-005,72.1,82,25.5,51.7,499,4,0,0,18.4,100
ALC026177,RUN003,VEH006545,YARD_DAL_01,random,LTH,LTH18-016,64.5,45,54.4,59.1,1024,5,0,0,35.1,64
ALC026178,RUN003,VEH006545,YARD_DAL_01,first_available,A,A07-006,64.5,74,30.6,41.9,980,0,0,0,19.8,100
ALC026179,RUN003,VEH006545,YARD_DAL_01,priority_based,LTH,LTH06-015,64.5,31,31.1,62.2,867,3,0,0,20.1,81
ALC026180,RUN003,VEH006545,YARD_DAL_01,optimized,A,A09-019,64.5,78,14.1,22.7,290,0,0,1,9.1,100
ALC026181,RUN003,VEH006546,YARD_OKC_01,random,OF,OF03-010,87.3,20,43.2,60.2,1613,1,1,0,37.7,72
ALC026182,RUN003,VEH006546,YARD_OKC_01,first_available,B,B07-014,87.3,57,27.9,65.5,437,2,1,0,24.3,95
ALC026183,RUN003,VEH006546,YARD_OKC_01,priority_based,FA,FA10-021,87.3,95,7.6,27.1,262,0,1,1,6.7,100
ALC026184,RUN003,VEH006546,YARD_OKC_01,optimized,FA,FA18-010,87.3,98,16.9,18.0,196,4,1,0,14.7,100
ALC026185,RUN003,VEH006547,YARD_OKC_01,random,B,B08-024,85.9,75,34.4,52.4,638,2,1,0,29.6,96
ALC026186,RUN003,VEH006547,YARD_OKC_01,first_available,A,A11-025,85.9,85,33.1,55.9,559,4,1,0,28.4,96
ALC026187,RUN003,VEH006547,YARD_OKC_01,priority_based,FA,FA18-024,85.9,85,15.4,27.2,124,1,1,0,13.2,100
ALC026188,RUN003,VEH006547,YARD_OKC_01,optimized,A,A20-010,85.9,55,14.9,21.5,673,1,1,1,12.8,100
ALC026189,RUN003,VEH006548,YARD_AUS_01,random,HV,HV17-025,80.5,52,45.3,71.2,1276,3,1,0,36.5,78
ALC026190,RUN003,VEH006548,YARD_AUS_01,first_available,OF,OF12-023,80.5,26,49.8,73.6,1759,5,1,0,40.1,61
ALC026191,RUN003,VEH006548,YARD_AUS_01,priority_based,FA,FA15-001,80.5,91,16.3,30.6,285,2,1,0,13.1,100
ALC026192,RUN003,VEH006548,YARD_AUS_01,optimized,B,B11-005,80.5,66,9.4,24.5,328,0,1,1,7.6,100
ALC026193,RUN003,VEH006549,YARD_OKC_01,random,A,A06-017,77.6,79,46.7,63.1,712,2,1,0,36.2,88
ALC026194,RUN003,VEH006549,YARD_OKC_01,first_available,NR,NR20-014,77.6,52,46.8,57.5,904,4,1,0,36.4,75
ALC026195,RUN003,VEH006549,YARD_OKC_01,priority_based,B,B05-008,77.6,74,24.5,36.8,446,1,1,0,19.0,100
ALC026196,RUN003,VEH006549,YARD_OKC_01,optimized,FA,FA16-011,77.6,99,23.8,43.0,272,1,1,0,18.5,100
ALC026197,RUN003,VEH006550,YARD_OKC_01,random,LTH,LTH03-013,69.5,49,37.5,48.8,764,3,0,0,26.1,83
ALC026198,RUN003,VEH006550,YARD_OKC_01,first_available,B,B15-024,69.5,58,34.3,55.3,474,6,0,0,23.8,82
ALC026199,RUN003,VEH006550,YARD_OKC_01,priority_based,LTH,LTH07-004,69.5,55,27.3,59.5,1550,1,0,0,19.0,96
ALC026200,RUN003,VEH006550,YARD_OKC_01,optimized,B,B17-009,69.5,56,17.3,30.5,264,1,0,0,12.1,100
ALC026201,RUN003,VEH006551,YARD_AUS_01,random,HV,HV17-018,69.9,51,55.2,80.4,1234,5,0,0,38.6,66
ALC026202,RUN003,VEH006551,YARD_AUS_01,first_available,LTH,LTH07-025,69.9,41,43.0,65.2,859,4,0,0,30.0,74
ALC026203,RUN003,VEH006551,YARD_AUS_01,priority_based,B,B05-008,69.9,84,26.3,49.6,427,4,0,0,18.4,100
ALC026204,RUN003,VEH006551,YARD_AUS_01,optimized,FA,FA12-013,69.9,90,12.5,21.9,217,0,0,1,8.7,100
ALC026205,RUN003,VEH006552,YARD_HOU_01,random,FA,FA13-023,73.0,93,30.0,58.7,111,3,0,0,21.9,100
ALC026206,RUN003,VEH006552,YARD_HOU_01,first_available,A,A18-018,73.0,80,15.1,25.4,676,0,0,0,11.0,100
ALC026207,RUN003,VEH006552,YARD_HOU_01,priority_based,LTH,LTH20-008,73.0,49,21.7,30.8,1353,0,0,0,15.9,100
ALC026208,RUN003,VEH006552,YARD_HOU_01,optimized,A,A05-021,73.0,68,35.4,44.9,728,7,0,0,25.8,91
ALC026209,RUN003,VEH006553,YARD_DAL_01,random,NR,NR20-014,79.3,60,59.5,76.2,1193,3,1,0,47.2,70
ALC026210,RUN003,VEH006553,YARD_DAL_01,first_available,NR,NR02-016,79.3,65,44.3,63.9,795,3,1,0,35.2,83
ALC026211,RUN003,VEH006553,YARD_DAL_01,priority_based,A,A02-005,79.3,77,35.2,55.8,556,4,1,0,27.9,92
ALC026212,RUN003,VEH006553,YARD_DAL_01,optimized,FA,FA16-025,79.3,82,15.9,34.4,148,0,1,0,12.6,100
ALC026213,RUN003,VEH006554,YARD_DAL_01,random,HV,HV07-023,66.1,46,16.7,28.8,849,0,0,0,11.0,100
ALC026214,RUN003,VEH006554,YARD_DAL_01,first_available,LTH,LTH11-023,66.1,51,22.8,40.2,849,0,0,0,15.1,100
ALC026215,RUN003,VEH006554,YARD_DAL_01,priority_based,A,A14-020,66.1,80,24.0,40.1,687,0,0,0,15.9,100
ALC026216,RUN003,VEH006554,YARD_DAL_01,optimized,B,B13-004,66.1,83,18.5,34.2,617,2,0,0,12.3,100
ALC026217,RUN003,VEH006555,YARD_HOU_01,random,B,B14-014,86.1,67,32.3,48.2,724,0,1,0,27.8,99
ALC026218,RUN003,VEH006555,YARD_HOU_01,first_available,B,B12-008,86.1,75,30.2,51.2,895,1,1,0,26.0,100
ALC026219,RUN003,VEH006555,YARD_HOU_01,priority_based,B,B15-024,86.1,75,30.8,47.3,852,2,1,0,26.5,99
ALC026220,RUN003,VEH006555,YARD_HOU_01,optimized,A,A18-018,86.1,80,18.5,33.9,729,0,1,0,15.9,100
ALC026221,RUN003,VEH006556,YARD_HOU_01,random,B,B10-002,76.6,62,44.8,58.9,818,1,1,0,34.3,86
ALC026222,RUN003,VEH006556,YARD_HOU_01,first_available,A,A15-009,76.6,63,42.2,54.6,888,3,1,0,32.3,84
ALC026223,RUN003,VEH006556,YARD_HOU_01,priority_based,A,A04-025,76.6,77,38.8,52.4,769,4,1,0,29.8,89
ALC026224,RUN003,VEH006556,YARD_HOU_01,optimized,A,A19-021,76.6,70,25.6,43.9,635,1,1,0,19.6,100
ALC026225,RUN003,VEH006557,YARD_OKC_01,random,LTH,LTH03-006,85.9,31,40.1,51.8,1404,1,1,0,34.4,78
ALC026226,RUN003,VEH006557,YARD_OKC_01,first_available,LTH,LTH02-010,85.9,30,30.5,51.0,1479,0,1,0,26.2,87
ALC026227,RUN003,VEH006557,YARD_OKC_01,priority_based,B,B14-014,85.9,82,20.8,35.3,687,3,1,0,17.9,100
ALC026228,RUN003,VEH006557,YARD_OKC_01,optimized,FA,FA03-014,85.9,87,23.8,33.9,327,3,1,0,20.4,100
ALC026229,RUN003,VEH006558,YARD_DAL_01,random,NR,NR13-007,71.8,43,64.2,91.7,1038,5,0,0,46.1,56
ALC026230,RUN003,VEH006558,YARD_DAL_01,first_available,B,B17-023,71.8,83,36.6,56.8,501,2,0,0,26.2,97
ALC026231,RUN003,VEH006558,YARD_DAL_01,priority_based,NR,NR19-018,71.8,63,40.5,50.0,670,7,0,0,29.1,77
ALC026232,RUN003,VEH006558,YARD_DAL_01,optimized,FA,FA10-021,71.8,83,13.4,25.6,354,0,0,1,9.6,100
ALC026233,RUN003,VEH006559,YARD_OKC_01,random,B,B06-011,67.5,58,45.6,70.0,701,2,0,0,30.8,82
ALC026234,RUN003,VEH006559,YARD_OKC_01,first_available,NR,NR09-009,67.5,49,39.7,63.7,830,2,0,0,26.8,83
ALC026235,RUN003,VEH006559,YARD_OKC_01,priority_based,NR,NR16-002,67.5,58,34.3,53.1,1147,2,0,0,23.1,90
ALC026236,RUN003,VEH006559,YARD_OKC_01,optimized,FA,FA08-022,67.5,98,31.6,35.0,142,5,0,0,21.3,100
ALC026237,RUN003,VEH006560,YARD_AUS_01,random,LTH,LTH07-018,90.0,29,42.3,50.9,1220,0,1,0,38.1,78
ALC026238,RUN003,VEH006560,YARD_AUS_01,first_available,LTH,LTH14-025,90.0,31,35.6,55.1,1674,1,1,0,32.0,82
ALC026239,RUN003,VEH006560,YARD_AUS_01,priority_based,B,B13-004,90.0,84,31.2,48.7,677,3,1,0,28.1,100
ALC026240,RUN003,VEH006560,YARD_AUS_01,optimized,FA,FA01-008,90.0,90,17.7,26.8,286,0,1,0,15.9,100
ALC026241,RUN003,VEH006561,YARD_OKC_01,random,NR,NR12-011,75.1,63,40.0,69.7,747,1,1,0,30.0,90
ALC026242,RUN003,VEH006561,YARD_OKC_01,first_available,A,A17-008,75.1,68,35.8,64.2,935,2,1,0,26.9,92
ALC026243,RUN003,VEH006561,YARD_OKC_01,priority_based,B,B19-022,75.1,56,34.0,63.4,524,3,1,0,25.5,88
ALC026244,RUN003,VEH006561,YARD_OKC_01,optimized,A,A18-025,75.1,66,34.2,50.5,560,5,1,0,25.7,95
ALC026245,RUN003,VEH006562,YARD_DAL_01,random,B,B11-005,66.8,60,49.6,64.0,570,4,0,0,33.1,75
ALC026246,RUN003,VEH006562,YARD_DAL_01,first_available,A,A11-011,66.8,65,37.0,69.1,645,4,0,0,24.7,87
ALC026247,RUN003,VEH006562,YARD_DAL_01,priority_based,A,A10-008,66.8,84,29.1,52.2,597,3,0,0,19.4,100
ALC026248,RUN003,VEH006562,YARD_DAL_01,optimized,FA,FA02-018,66.8,91,13.0,23.5,113,1,0,1,8.7,100
ALC026249,RUN003,VEH006563,YARD_HOU_01,random,A,A04-018,54.1,66,47.5,60.5,557,2,0,0,25.7,83
ALC026250,RUN003,VEH006563,YARD_HOU_01,first_available,NR,NR07-003,54.1,63,50.2,71.9,747,4,0,0,27.2,76
ALC026251,RUN003,VEH006563,YARD_HOU_01,priority_based,NR,NR09-002,54.1,39,25.9,39.4,620,2,0,0,14.0,90
ALC026252,RUN003,VEH006563,YARD_HOU_01,optimized,FA,FA03-021,54.1,99,32.8,53.6,346,5,0,0,17.7,100
ALC026253,RUN003,VEH006564,YARD_DAL_01,random,B,B18-005,71.9,61,30.8,55.6,612,2,0,0,22.2,94
ALC026254,RUN003,VEH006564,YARD_DAL_01,first_available,B,B03-009,71.9,73,20.2,40.2,579,1,0,0,14.5,100
ALC026255,RUN003,VEH006564,YARD_DAL_01,priority_based,LTH,LTH09-017,71.9,36,38.9,59.6,986,6,0,0,28.0,71
ALC026256,RUN003,VEH006564,YARD_DAL_01,optimized,B,B05-001,71.9,69,14.3,34.8,819,0,0,1,10.3,100
ALC026257,RUN003,VEH006565,YARD_DAL_01,random,NR,NR02-002,86.4,64,48.1,68.9,1323,2,1,0,41.5,82
ALC026258,RUN003,VEH006565,YARD_DAL_01,first_available,OF,OF15-025,86.4,38,59.3,86.9,1942,5,1,0,51.2,58
ALC026259,RUN003,VEH006565,YARD_DAL_01,priority_based,FA,FA05-006,86.4,85,13.3,30.9,223,0,1,1,11.5,100
ALC026260,RUN003,VEH006565,YARD_DAL_01,optimized,A,A15-009,86.4,70,10.1,18.1,571,0,1,1,8.7,100
ALC026261,RUN003,VEH006566,YARD_AUS_01,random,B,B02-013,76.0,64,34.6,52.5,719,1,1,0,26.3,94
ALC026262,RUN003,VEH006566,YARD_AUS_01,first_available,A,A18-011,76.0,81,37.2,56.0,429,4,1,0,28.3,92
ALC026263,RUN003,VEH006566,YARD_AUS_01,priority_based,B,B13-011,76.0,85,26.0,33.9,880,1,1,0,19.7,100
ALC026264,RUN003,VEH006566,YARD_AUS_01,optimized,A,A01-023,76.0,71,14.7,31.7,273,1,1,1,11.2,100
ALC026265,RUN003,VEH006567,YARD_DAL_01,random,A,A06-003,78.2,71,56.2,76.2,348,5,1,0,44.0,72
ALC026266,RUN003,VEH006567,YARD_DAL_01,first_available,NR,NR09-023,78.2,59,38.3,64.5,497,2,1,0,29.9,87
ALC026267,RUN003,VEH006567,YARD_DAL_01,priority_based,FA,FA09-004,78.2,85,28.4,52.1,228,1,1,0,22.2,100
ALC026268,RUN003,VEH006567,YARD_DAL_01,optimized,B,B19-015,78.2,66,31.9,43.7,970,1,1,0,24.9,100
ALC026269,RUN003,VEH006568,YARD_DAL_01,random,LTH,LTH12-012,92.4,43,39.8,71.0,1116,3,1,0,36.8,79
ALC026270,RUN003,VEH006568,YARD_DAL_01,first_available,OF,OF05-016,92.4,17,48.5,73.5,1334,5,1,0,44.8,59
ALC026271,RUN003,VEH006568,YARD_DAL_01,priority_based,B,B20-004,92.4,83,9.3,15.8,264,0,1,1,8.6,100
ALC026272,RUN003,VEH006568,YARD_DAL_01,optimized,FA,FA18-017,92.4,98,20.4,42.9,120,3,1,0,18.9,100
ALC026273,RUN003,VEH006569,YARD_HOU_01,random,NR,NR02-023,66.9,43,32.4,48.4,763,2,0,0,21.7,86
ALC026274,RUN003,VEH006569,YARD_HOU_01,first_available,B,B05-022,66.9,75,20.7,52.0,889,0,0,0,13.9,100
ALC026275,RUN003,VEH006569,YARD_HOU_01,priority_based,B,B15-010,66.9,73,28.7,46.5,801,3,0,0,19.2,97
ALC026276,RUN003,VEH006569,YARD_HOU_01,optimized,A,A11-018,66.9,78,7.3,28.8,405,0,0,1,4.9,100
ALC026277,RUN003,VEH006570,YARD_HOU_01,random,B,B12-008,81.5,75,32.3,39.0,727,0,1,0,26.4,100
ALC026278,RUN003,VEH006570,YARD_HOU_01,first_available,B,B02-006,81.5,75,30.2,59.1,627,0,1,0,24.6,100
ALC026279,RUN003,VEH006570,YARD_HOU_01,priority_based,B,B04-005,81.5,64,23.8,34.0,615,1,1,0,19.4,100
ALC026280,RUN003,VEH006570,YARD_HOU_01,optimized,B,B02-013,81.5,64,27.4,52.7,360,1,1,0,22.3,100
ALC026281,RUN003,VEH006571,YARD_HOU_01,random,HV,HV01-019,69.6,37,48.2,64.9,1356,2,0,0,33.6,72
ALC026282,RUN003,VEH006571,YARD_HOU_01,first_available,A,A01-009,69.6,63,38.6,65.6,810,3,0,0,26.9,87
ALC026283,RUN003,VEH006571,YARD_HOU_01,priority_based,B,B19-008,69.6,56,15.2,39.4,460,0,0,0,10.6,100
ALC026284,RUN003,VEH006571,YARD_HOU_01,optimized,A,A20-017,69.6,55,12.5,32.4,476,0,0,1,8.7,100
ALC026285,RUN003,VEH006572,YARD_HOU_01,random,NR,NR12-011,79.4,59,23.6,48.6,547,1,1,0,18.7,100
ALC026286,RUN003,VEH006572,YARD_HOU_01,first_available,B,B13-011,79.4,81,26.9,30.2,855,2,1,0,21.3,100
ALC026287,RUN003,VEH006572,YARD_HOU_01,priority_based,FA,FA15-022,79.4,89,8.9,22.7,328,0,1,1,7.0,100
ALC026288,RUN003,VEH006572,YARD_HOU_01,optimized,FA,FA15-015,79.4,93,19.3,33.6,360,1,1,0,15.3,100
ALC026289,RUN003,VEH006573,YARD_HOU_01,random,B,B20-018,77.4,79,39.7,66.7,377,2,1,0,30.8,93
ALC026290,RUN003,VEH006573,YARD_HOU_01,first_available,B,B04-005,77.4,64,47.3,72.5,618,5,1,0,36.6,76
ALC026291,RUN003,VEH006573,YARD_HOU_01,priority_based,A,A04-004,77.4,69,27.0,43.5,538,1,1,0,20.9,100
ALC026292,RUN003,VEH006573,YARD_HOU_01,optimized,B,B20-011,77.4,68,22.0,27.2,288,2,1,0,17.0,100
ALC026293,RUN003,VEH006574,YARD_OKC_01,random,OF,OF01-018,97.6,38,64.1,85.0,2104,5,1,0,62.5,55
ALC026294,RUN003,VEH006574,YARD_OKC_01,first_available,OF,OF06-012,97.6,29,48.4,66.6,1936,4,1,0,47.2,65
ALC026295,RUN003,VEH006574,YARD_OKC_01,priority_based,FA,FA09-018,97.6,85,5.0,20.9,104,0,1,1,4.9,100
ALC026296,RUN003,VEH006574,YARD_OKC_01,optimized,A,A01-016,97.6,77,21.8,31.2,307,4,1,0,21.3,100
ALC026297,RUN003,VEH006575,YARD_OKC_01,random,NR,NR08-006,58.2,46,51.8,79.1,560,3,0,0,30.2,71
ALC026298,RUN003,VEH006575,YARD_OKC_01,first_available,B,B02-020,58.2,55,51.8,70.2,808,4,0,0,30.1,72
ALC026299,RUN003,VEH006575,YARD_OKC_01,priority_based,B,B04-019,58.2,62,34.7,57.4,610,2,0,0,20.2,91
ALC026300,RUN003,VEH006575,YARD_OKC_01,optimized,FA,FA14-012,58.2,93,30.6,39.8,274,4,0,0,17.8,100
ALC026301,RUN003,VEH006576,YARD_OKC_01,random,A,A06-017,64.9,79,43.9,68.7,747,2,0,0,28.5,90
ALC026302,RUN003,VEH006576,YARD_OKC_01,first_available,NR,NR19-025,64.9,60,42.0,68.0,902,4,0,0,27.3,81
ALC026303,RUN003,VEH006576,YARD_OKC_01,priority_based,A,A07-006,64.9,69,31.4,40.4,766,3,0,0,20.4,94
ALC026304,RUN003,VEH006576,YARD_OKC_01,optimized,B,B15-024,64.9,58,30.3,48.7,478,3,0,0,19.6,99
