vehicle_id,claim_id,partner_id,yard_id,arrival_date,sale_date,pickup_date,vehicle_status,make,model,model_year,vehicle_age,vehicle_type,damage_type,damage_severity,drivability_status,title_status,estimated_salvage_value,estimated_sale_probability,expected_days_to_sale,actual_days_to_sale,pickup_required_flag,customer_pickup_flag,carrier_pickup_flag,partner_priority_score,operational_complexity_score,priority_score,created_at,updated_at
VEH008678,CLM008678,P028,YARD_OKC_01,2025-01-02,2025-02-27,2025-03-04,picked_up,Nissan,Sentra,2012,14,sedan,mechanical,severe,runs_and_drives,rebuilt,18227,0.77,38,56,1,0,1,100,28,93.3,2025-01-02 17:51:00,2025-01-13 17:51:00
VEH008679,CLM008679,P010,YARD_HOU_01,2025-01-06,2025-02-09,2025-02-15,picked_up,BMW,5 Series,2013,13,sedan,theft_recovery,moderate,runs_and_drives,salvage,24601,0.78,46,34,1,1,0,100,36,100,2025-01-06 16:47:00,2025-01-08 17:47:00
VEH008680,CLM008680,P026,YARD_DAL_01,2025-06-18,,,listed,Ford,F-150,2016,10,pickup,mechanical,minor,runs_and_drives,rebuilt,5221,0.74,26,,1,1,0,68,23,65.1,2025-06-18 11:34:00,2025-07-23 14:34:00
VEH008681,CLM008681,P007,YARD_OKC_01,2025-06-12,,,listed,Kia,Sorento,2004,22,SUV,side,moderate,runs_and_drives,clean,500,0.38,40,,1,1,0,100,24,79.1,2025-06-12 12:14:00,2025-07-03 17:14:00
VEH008682,CLM008682,P003,YARD_DAL_01,2025-05-28,2025-07-19,2025-07-22,picked_up,Toyota,RAV4,2014,12,SUV,front_end,minor,forklift_required,salvage,7584,0.73,52,52,1,0,1,93,66,75.2,2025-05-28 09:32:00,2025-06-23 10:32:00
VEH008683,CLM008683,P018,YARD_OKC_01,2025-03-07,,,awaiting_sale,BMW,3 Series,2014,12,sedan,flood,moderate,runs_and_drives,clean,500,0.61,22,,1,0,1,100,29,72.5,2025-03-07 12:33:00,2025-04-02 15:33:00
VEH008684,CLM008684,P003,YARD_DAL_01,2025-06-29,,,awaiting_sale,Ram,ProMaster,2013,13,van,mechanical,moderate,runs_and_drives,salvage,4442,0.57,35,,0,0,0,85,34,76.3,2025-06-29 16:57:00,2025-07-13 16:57:00
VEH008685,CLM008685,P024,YARD_DAL_01,2025-05-07,,,listed,Honda,CR-V,2006,20,SUV,side,moderate,runs_and_drives,salvage,1660,0.40,43,,0,0,0,100,34,85.5,2025-05-07 14:50:00,2025-06-02 16:50:00
VEH008686,CLM008686,P037,YARD_HOU_01,2025-05-17,,,awaiting_sale,Nissan,Altima,2006,20,sedan,front_end,minor,non_running,clean,500,0.33,55,,1,1,0,73,61,61.4,2025-05-17 10:21:00,2025-06-30 13:21:00
VEH008687,CLM008687,P010,YARD_OKC_01,2025-06-04,2025-06-20,2025-06-26,picked_up,Nissan,Altima,2025,1,sedan,mechanical,severe,runs_and_drives,salvage,16333,0.98,12,16,1,1,0,100,33,100,2025-06-04 12:52:00,2025-06-27 19:52:00
VEH008688,CLM008688,P014,YARD_DAL_01,2025-02-24,,,listed,Ram,1500,2009,17,pickup,theft_recovery,moderate,forklift_required,salvage,500,0.28,46,,1,1,0,100,73,65.4,2025-02-24 09:51:00,2025-03-04 16:51:00
VEH008689,CLM008689,P029,YARD_OKC_01,2025-03-30,,,listed,Ram,1500,2006,20,pickup,mechanical,moderate,forklift_required,salvage,8213,0.22,55,,1,1,0,100,81,76.1,2025-03-30 09:16:00,2025-04-27 10:16:00
VEH008690,CLM008690,P014,YARD_DAL_01,2025-04-13,2025-05-06,2025-05-09,picked_up,Toyota,Camry,2016,10,sedan,flood,severe,non_running,salvage,500,0.65,32,23,1,0,1,100,69,66.2,2025-04-13 11:01:00,2025-05-07 14:01:00
VEH008691,CLM008691,P014,YARD_OKC_01,2025-07-30,,,title_pending,Ram,1500,2024,2,pickup,side,moderate,non_running,pending_title,500,0.69,34,,1,0,1,100,58,68.1,2025-07-30 12:54:00,2025-08-28 15:54:00
VEH008692,CLM008692,P005,YARD_HOU_01,2025-05-18,2025-05-20,,awaiting_sale,Honda,Civic,2023,3,sedan,side,severe,runs_and_drives,salvage,23365,0.98,15,2,0,0,0,100,21,96.3,2025-05-18 10:31:00,2025-05-21 14:31:00
VEH008693,CLM008693,P020,YARD_OKC_01,2025-06-27,2025-08-02,2025-08-04,picked_up,Ford,Explorer,2005,21,SUV,front_end,severe,runs_and_drives,salvage,3124,0.42,38,36,1,1,0,100,45,97.9,2025-06-27 11:16:00,2025-07-20 16:16:00
VEH008694,CLM008694,P023,YARD_HOU_01,2025-04-17,2025-05-08,2025-05-13,picked_up,Chevrolet,Silverado,2024,2,pickup,mechanical,moderate,runs_and_drives,pending_title,12026,0.89,23,21,1,1,0,100,35,84.3,2025-04-17 09:02:00,2025-05-26 12:02:00
VEH008695,CLM008695,P013,YARD_DAL_01,2025-05-02,,,listed,Ram,1500,2018,8,pickup,front_end,moderate,runs_and_drives,pending_title,4056,0.55,20,,1,1,0,100,35,86.0,2025-05-02 12:47:00,2025-05-22 19:47:00
VEH008696,CLM008696,P014,YARD_OKC_01,2025-05-06,2025-06-18,,sold_pending_pickup,Honda,CR-V,2013,13,SUV,rear_end,severe,runs_and_drives,salvage,500,0.61,40,43,1,1,0,100,38,71.7,2025-05-06 09:00:00,2025-05-26 16:00:00
VEH008697,CLM008697,P035,YARD_HOU_01,2025-07-28,,,awaiting_sale,BMW,5 Series,2006,20,sedan,hail,minor,runs_and_drives,salvage,8764,0.68,27,,1,1,0,84,18,78.1,2025-07-28 15:12:00,2025-08-16 22:12:00
VEH008698,CLM008698,P013,YARD_DAL_01,2025-07-15,2025-07-28,,sold_pending_pickup,BMW,X3,2022,4,SUV,flood,moderate,runs_and_drives,clean,5125,0.94,11,13,1,0,1,97,34,84.5,2025-07-15 17:55:00,2025-07-16 17:55:00
VEH008699,CLM008699,P019,YARD_HOU_01,2025-06-04,2025-07-01,2025-07-08,picked_up,BMW,X3,2021,5,SUV,front_end,severe,runs_and_drives,pending_title,5758,0.73,33,27,1,0,1,84,32,70.6,2025-06-04 11:02:00,2025-06-06 14:02:00
VEH008700,CLM008700,P037,YARD_DAL_01,2025-04-30,,,listed,Ford,Escape,2008,18,SUV,theft_recovery,severe,runs_and_drives,salvage,500,0.34,47,,1,0,1,75,28,68.5,2025-04-30 13:58:00,2025-06-14 12:58:00
VEH008701,CLM008701,P029,YARD_AUS_01,2025-03-01,2025-03-20,,listed,Ford,F-150,2014,12,pickup,side,moderate,runs_and_drives,rebuilt,11612,0.62,32,19,0,0,0,100,26,86.0,2025-03-01 12:39:00,2025-03-08 13:39:00
VEH008702,CLM008702,P015,YARD_HOU_01,2025-03-01,,,awaiting_sale,Nissan,Frontier,2023,3,pickup,rear_end,severe,heavy_equipment_required,salvage,4341,0.60,51,,1,0,1,100,100,68.1,2025-03-01 13:42:00,2025-03-19 15:42:00
VEH008703,CLM008703,P014,YARD_AUS_01,2025-04-05,2025-05-15,,sold_pending_pickup,Ram,3500,2017,9,heavy_vehicle,front_end,moderate,heavy_equipment_required,pending_title,500,0.61,43,40,1,0,1,100,90,62.4,2025-04-05 14:53:00,2025-04-20 14:53:00
VEH008704,CLM008704,P038,YARD_HOU_01,2025-07-19,2025-08-04,,sold_pending_pickup,Honda,Accord,2021,5,sedan,side,total_loss,runs_and_drives,salvage,4726,0.62,22,16,1,1,0,78,45,66.8,2025-07-19 15:55:00,2025-07-21 20:55:00
VEH008705,CLM008705,P039,YARD_HOU_01,2025-03-25,,,title_pending,Kia,Sorento,2004,22,SUV,mechanical,moderate,non_running,rebuilt,500,0.26,59,,1,1,0,96,69,69.2,2025-03-25 16:53:00,2025-04-18 15:53:00
VEH008706,CLM008706,P035,YARD_AUS_01,2025-03-13,,,awaiting_sale,BMW,5 Series,2018,8,sedan,theft_recovery,minor,forklift_required,pending_title,2661,0.56,42,,1,0,1,83,76,67.0,2025-03-13 10:20:00,2025-03-29 09:20:00
VEH008707,CLM008707,P003,YARD_DAL_01,2025-01-14,2025-03-18,,sold_pending_pickup,Nissan,Sentra,2009,17,sedan,hail,moderate,runs_and_drives,pending_title,1289,0.62,46,63,1,1,0,93,27,82.2,2025-01-14 14:07:00,2025-02-07 19:07:00
VEH008708,CLM008708,P021,YARD_OKC_01,2025-04-17,2025-05-24,,sold_pending_pickup,Kia,Sorento,2005,21,SUV,flood,moderate,runs_and_drives,rebuilt,5036,0.55,50,37,1,0,1,100,17,88.2,2025-04-17 13:35:00,2025-05-25 17:35:00
VEH008709,CLM008709,P020,YARD_OKC_01,2025-02-05,2025-04-05,,sold_pending_pickup,BMW,3 Series,2013,13,sedan,flood,severe,forklift_required,clean,15812,0.58,63,59,1,1,0,100,98,88.4,2025-02-05 11:35:00,2025-03-05 10:35:00
VEH008710,CLM008710,P040,YARD_DAL_01,2025-06-01,2025-07-16,,listed,Ram,ProMaster,2022,4,van,rear_end,severe,runs_and_drives,rebuilt,4861,0.83,33,45,0,0,0,99,35,88.0,2025-06-01 11:53:00,2025-06-15 12:53:00
VEH008711,CLM008711,P039,YARD_AUS_01,2025-02-10,2025-03-27,,sold_pending_pickup,Kia,Telluride,2009,17,SUV,front_end,total_loss,non_running,salvage,500,0.33,54,45,1,0,1,80,63,61.0,2025-02-10 11:22:00,2025-03-03 18:22:00
VEH008712,CLM008712,P035,YARD_DAL_01,2025-04-03,2025-05-29,,sold_pending_pickup,Toyota,RAV4,2009,17,SUV,flood,severe,non_running,rebuilt,500,0.43,56,56,1,1,0,100,65,78.9,2025-04-03 12:31:00,2025-05-02 12:31:00
VEH008713,CLM008713,P040,YARD_AUS_01,2025-02-11,2025-02-19,,listed,Nissan,Altima,2017,9,sedan,rear_end,severe,runs_and_drives,salvage,3387,0.61,21,8,0,0,0,100,38,88.0,2025-02-11 10:15:00,2025-03-15 17:15:00
VEH008714,CLM008714,P028,YARD_OKC_01,2025-02-23,2025-03-28,2025-04-04,picked_up,Ram,1500,2009,17,pickup,front_end,minor,runs_and_drives,clean,21144,0.89,42,33,1,0,1,100,12,96.1,2025-02-23 13:14:00,2025-03-26 19:14:00
VEH008715,CLM008715,P015,YARD_HOU_01,2025-07-13,2025-08-23,,sold_pending_pickup,Honda,Civic,2004,22,sedan,side,severe,runs_and_drives,clean,500,0.42,49,41,1,1,0,100,43,78.3,2025-07-13 11:13:00,2025-07-27 15:13:00
VEH008716,CLM008716,P033,YARD_OKC_01,2025-01-13,2025-02-15,2025-02-21,picked_up,Chevrolet,Silverado,2011,15,pickup,mechanical,moderate,non_running,clean,11668,0.41,43,33,1,1,0,100,55,85.4,2025-01-13 13:16:00,2025-01-29 15:16:00
VEH008717,CLM008717,P035,YARD_DAL_01,2025-06-08,2025-06-25,,sold_pending_pickup,Nissan,Frontier,2015,11,pickup,rear_end,total_loss,runs_and_drives,salvage,500,0.59,36,17,1,0,1,87,44,75.1,2025-06-08 14:06:00,2025-06-29 15:06:00
VEH008718,CLM008718,P009,YARD_HOU_01,2025-04-04,2025-06-12,,sold_pending_pickup,Ram,2500,2007,19,pickup,burn,severe,non_running,salvage,10997,0.43,54,69,1,1,0,93,78,75.4,2025-04-04 16:29:00,2025-05-15 16:29:00
VEH008719,CLM008719,P013,YARD_AUS_01,2025-04-29,2025-05-29,,sold_pending_pickup,Honda,CR-V,2016,10,SUV,burn,moderate,runs_and_drives,salvage,7482,0.61,37,30,1,0,1,100,45,84.2,2025-04-29 11:01:00,2025-06-05 15:01:00
VEH008720,CLM008720,P035,YARD_AUS_01,2025-04-13,,,listed,Nissan,Sentra,2005,21,sedan,side,moderate,forklift_required,pending_title,2727,0.30,64,,0,0,0,88,77,69.8,2025-04-13 10:27:00,2025-04-29 14:27:00
VEH008721,CLM008721,P040,YARD_HOU_01,2025-07-11,,,listed,BMW,3 Series,2021,5,sedan,front_end,moderate,runs_and_drives,salvage,10923,0.82,20,,0,0,0,100,22,90.9,2025-07-11 16:06:00,2025-08-23 16:06:00
VEH008722,CLM008722,P035,YARD_HOU_01,2025-05-08,2025-06-28,,sold_pending_pickup,Ford,F-150,2016,10,pickup,front_end,severe,non_running,clean,4945,0.67,44,51,1,0,1,82,62,69.0,2025-05-08 16:32:00,2025-05-26 15:32:00
VEH008723,CLM008723,P015,YARD_AUS_01,2025-04-24,2025-05-30,2025-06-02,picked_up,Honda,Pilot,2018,8,SUV,mechanical,minor,runs_and_drives,clean,2441,0.67,25,36,1,0,1,100,25,81.6,2025-04-24 17:24:00,2025-05-22 22:24:00
VEH008724,CLM008724,P014,YARD_OKC_01,2025-01-07,,,listed,Kia,Sorento,2024,2,SUV,mechanical,moderate,non_running,rebuilt,500,0.66,31,,1,1,0,100,65,66.9,2025-01-07 17:06:00,2025-02-18 21:06:00
VEH008725,CLM008725,P006,YARD_OKC_01,2025-04-24,2025-05-07,,sold_pending_pickup,BMW,3 Series,2021,5,sedan,theft_recovery,minor,forklift_required,salvage,22570,0.80,20,13,1,0,1,94,65,82.8,2025-04-24 15:11:00,2025-05-31 19:11:00
VEH008726,CLM008726,P004,YARD_HOU_01,2025-07-09,2025-07-28,2025-07-30,picked_up,Ford,Mustang,2015,11,sedan,flood,severe,runs_and_drives,salvage,2953,0.65,36,19,1,0,1,100,36,87.4,2025-07-09 09:30:00,2025-08-18 09:30:00
VEH008727,CLM008727,P028,YARD_AUS_01,2025-02-09,2025-03-26,2025-03-31,picked_up,Chevrolet,Equinox,2004,22,SUV,mechanical,moderate,runs_and_drives,pending_title,3778,0.47,44,45,1,1,0,100,35,92.0,2025-02-09 14:09:00,2025-02-23 18:09:00
VEH008728,CLM008728,P028,YARD_OKC_01,2025-07-30,,,awaiting_sale,Toyota,Corolla,2004,22,sedan,rear_end,moderate,heavy_equipment_required,salvage,4299,0.35,73,,1,0,1,100,96,81.0,2025-07-30 15:55:00,2025-09-03 20:55:00
VEH008729,CLM008729,P023,YARD_OKC_01,2025-04-23,,,title_pending,Chevrolet,Silverado,2015,11,pickup,theft_recovery,moderate,forklift_required,clean,8154,0.59,37,,1,0,1,100,76,76.9,2025-04-23 12:53:00,2025-05-25 14:53:00
VEH008730,CLM008730,P038,YARD_DAL_01,2025-01-22,2025-02-15,2025-02-20,picked_up,Ram,2500,2012,14,pickup,burn,moderate,runs_and_drives,salvage,7541,0.72,35,24,1,0,1,77,30,68.9,2025-01-22 10:30:00,2025-03-03 14:30:00
VEH008731,CLM008731,P020,YARD_OKC_01,2025-07-16,,,listed,BMW,X3,2005,21,SUV,rear_end,minor,non_running,salvage,19696,0.52,59,,1,1,0,100,46,97.7,2025-07-16 09:46:00,2025-08-01 14:46:00
VEH008732,CLM008732,P015,YARD_OKC_01,2025-06-25,2025-07-19,,title_pending,Chevrolet,Tahoe,2022,4,SUV,front_end,severe,runs_and_drives,rebuilt,3531,0.66,27,24,0,0,0,100,31,80.5,2025-06-25 09:31:00,2025-07-15 15:31:00
VEH008733,CLM008733,P029,YARD_OKC_01,2025-07-20,2025-08-08,2025-08-09,picked_up,Honda,Pilot,2015,11,SUV,flood,moderate,runs_and_drives,pending_title,6143,0.64,14,19,1,1,0,100,27,85.9,2025-07-20 13:06:00,2025-08-15 14:06:00
VEH008734,CLM008734,P014,YARD_DAL_01,2025-03-19,2025-04-23,,sold_pending_pickup,Ford,Explorer,2021,5,SUV,front_end,moderate,runs_and_drives,clean,500,0.67,30,35,1,1,0,100,34,72.5,2025-03-19 12:00:00,2025-04-16 11:00:00
VEH008735,CLM008735,P026,YARD_HOU_01,2025-05-31,,,listed,Ram,3500,2005,21,heavy_vehicle,hail,severe,heavy_equipment_required,missing_title,500,0.26,71,,1,0,1,85,100,61.1,2025-05-31 16:32:00,2025-06-27 19:32:00
VEH008736,CLM008736,P025,YARD_OKC_01,2025-03-27,2025-04-25,2025-04-29,picked_up,Honda,Accord,2025,1,sedan,flood,minor,forklift_required,rebuilt,6925,0.65,37,29,1,0,1,79,68,59.0,2025-03-27 09:44:00,2025-04-17 13:44:00
VEH008737,CLM008737,P034,YARD_OKC_01,2025-06-04,2025-07-15,2025-07-17,picked_up,Toyota,Corolla,2014,12,sedan,flood,moderate,non_running,clean,500,0.53,48,41,1,0,1,100,63,70.8,2025-06-04 15:35:00,2025-06-21 16:35:00
VEH008738,CLM008738,P013,YARD_DAL_01,2025-01-31,2025-03-13,,listed,Kia,Telluride,2010,16,SUV,front_end,minor,non_running,rebuilt,500,0.51,42,41,0,0,0,100,45,84.2,2025-01-31 17:24:00,2025-03-14 23:24:00
VEH008739,CLM008739,P032,YARD_AUS_01,2025-05-03,,,listed,BMW,X3,2005,21,SUV,burn,total_loss,heavy_equipment_required,salvage,4668,0.20,61,,1,0,1,100,100,73.3,2025-05-03 16:03:00,2025-06-08 16:03:00
VEH008740,CLM008740,P035,YARD_AUS_01,2025-05-08,,,listed,Honda,Accord,2008,18,sedan,flood,severe,heavy_equipment_required,rebuilt,500,0.21,73,,1,0,1,88,95,66.5,2025-05-08 12:20:00,2025-05-30 18:20:00
VEH008741,CLM008741,P040,YARD_DAL_01,2025-07-30,,,listed,Ram,1500,2013,13,pickup,hail,severe,runs_and_drives,salvage,10082,0.56,59,,1,1,0,96,49,83.7,2025-07-30 09:33:00,2025-08-14 15:33:00
VEH008742,CLM008742,P002,YARD_DAL_01,2025-05-22,,,title_pending,Honda,CR-V,2013,13,SUV,front_end,moderate,runs_and_drives,pending_title,500,0.61,28,,1,1,0,100,12,89.5,2025-05-22 17:59:00,2025-06-09 23:59:00
VEH008743,CLM008743,P002,YARD_DAL_01,2025-07-17,,,awaiting_sale,Nissan,Rogue,2004,22,SUV,side,moderate,non_running,clean,8703,0.56,53,,1,0,1,100,72,78.7,2025-07-17 13:57:00,2025-08-05 13:57:00
VEH008744,CLM008744,P014,YARD_AUS_01,2025-01-29,2025-02-22,,awaiting_sale,Chevrolet,Equinox,2018,8,SUV,side,minor,runs_and_drives,salvage,500,0.83,24,24,0,0,0,97,13,74.5,2025-01-29 14:16:00,2025-03-06 13:16:00
VEH008745,CLM008745,P028,YARD_OKC_01,2025-06-12,2025-07-18,2025-07-20,picked_up,Nissan,Sentra,2015,11,sedan,front_end,moderate,runs_and_drives,rebuilt,16810,0.82,31,36,1,1,0,100,26,93.6,2025-06-12 09:33:00,2025-07-04 12:33:00
VEH008746,CLM008746,P035,YARD_HOU_01,2025-04-27,2025-05-29,,sold_pending_pickup,Ford,Mustang,2019,7,sedan,front_end,minor,non_running,salvage,6046,0.75,46,32,1,1,0,100,50,81.6,2025-04-27 12:21:00,2025-05-15 12:21:00
VEH008747,CLM008747,P014,YARD_OKC_01,2025-02-09,2025-02-17,2025-02-19,picked_up,Nissan,Altima,2023,3,sedan,front_end,moderate,runs_and_drives,salvage,500,0.83,17,8,1,0,1,100,19,75.2,2025-02-09 15:05:00,2025-02-10 20:05:00
VEH008748,CLM008748,P030,YARD_DAL_01,2025-02-16,,,listed,Chevrolet,Malibu,2006,20,sedan,rear_end,minor,non_running,salvage,17034,0.52,41,,1,0,1,92,48,82.4,2025-02-16 09:03:00,2025-03-10 12:03:00
VEH008749,CLM008749,P037,YARD_OKC_01,2025-02-06,2025-04-02,2025-04-03,picked_up,Ford,Mustang,2005,21,sedan,theft_recovery,severe,runs_and_drives,pending_title,1951,0.49,61,55,1,1,0,79,45,67.8,2025-02-06 14:53:00,2025-02-27 15:53:00
VEH008750,CLM008750,P008,YARD_HOU_01,2025-02-16,,,title_pending,Toyota,Camry,2006,20,sedan,rear_end,severe,runs_and_drives,salvage,500,0.42,28,,1,0,1,100,39,77.6,2025-02-16 16:04:00,2025-02-26 21:04:00
VEH008751,CLM008751,P014,YARD_HOU_01,2025-03-02,2025-04-08,2025-04-16,picked_up,Kia,Sorento,2022,4,SUV,mechanical,moderate,runs_and_drives,pending_title,500,0.60,37,37,1,1,0,100,43,70.8,2025-03-02 12:52:00,2025-04-07 16:52:00
VEH008752,CLM008752,P030,YARD_OKC_01,2025-04-24,,,listed,Kia,Optima,2004,22,sedan,rear_end,minor,non_running,salvage,14229,0.58,56,,1,0,1,100,59,85.1,2025-04-24 09:21:00,2025-04-29 08:21:00
VEH008753,CLM008753,P015,YARD_OKC_01,2025-02-23,2025-03-18,2025-03-24,picked_up,Chevrolet,Equinox,2023,3,SUV,front_end,severe,runs_and_drives,salvage,7243,0.74,33,23,1,1,0,100,48,77.4,2025-02-23 16:14:00,2025-03-26 21:14:00
VEH008754,CLM008754,P028,YARD_DAL_01,2025-06-22,,,title_pending,Ford,F-150,2011,15,pickup,rear_end,severe,non_running,salvage,8693,0.31,55,,0,0,0,100,68,86.1,2025-06-22 14:51:00,2025-07-29 14:51:00
VEH008755,CLM008755,P028,YARD_DAL_01,2025-06-17,2025-08-07,,awaiting_sale,Chevrolet,Malibu,2007,19,sedan,side,severe,runs_and_drives,pending_title,500,0.51,36,51,0,0,0,100,35,92.0,2025-06-17 10:22:00,2025-07-31 11:22:00
VEH008756,CLM008756,P023,YARD_OKC_01,2025-03-14,2025-04-30,,sold_pending_pickup,Ford,Mustang,2023,3,sedan,flood,severe,forklift_required,salvage,5563,0.70,51,47,1,0,1,100,93,73.9,2025-03-14 10:24:00,2025-04-15 14:24:00
VEH008757,CLM008757,P025,YARD_DAL_01,2025-01-30,2025-03-17,2025-03-19,picked_up,Honda,Civic,2016,10,sedan,hail,severe,forklift_required,salvage,1522,0.51,43,46,1,0,1,80,70,59.2,2025-01-30 11:23:00,2025-02-08 12:23:00
VEH008758,CLM008758,P015,YARD_HOU_01,2025-05-22,2025-07-15,2025-07-23,picked_up,Ram,2500,2011,15,pickup,flood,minor,forklift_required,salvage,1561,0.29,65,54,1,0,1,100,79,71.8,2025-05-22 14:26:00,2025-06-14 17:26:00
VEH008759,CLM008759,P007,YARD_HOU_01,2025-05-20,2025-06-13,2025-06-17,picked_up,Nissan,Altima,2019,7,sedan,front_end,minor,runs_and_drives,clean,5277,0.74,16,24,1,0,1,100,7,82.2,2025-05-20 14:26:00,2025-06-24 16:26:00
VEH008760,CLM008760,P004,YARD_OKC_01,2025-05-01,2025-05-09,,awaiting_sale,Ford,Mustang,2019,7,sedan,theft_recovery,minor,non_running,salvage,9997,0.86,22,8,0,0,0,100,48,85.2,2025-05-01 15:51:00,2025-05-20 20:51:00
VEH008761,CLM008761,P006,YARD_DAL_01,2025-07-08,2025-08-09,,sold_pending_pickup,Honda,Civic,2026,0,sedan,mechanical,total_loss,forklift_required,salvage,18299,0.78,31,32,1,1,0,100,91,81.6,2025-07-08 17:13:00,2025-08-22 21:13:00
VEH008762,CLM008762,P037,YARD_OKC_01,2025-04-08,2025-06-01,2025-06-08,picked_up,Ram,3500,2017,9,heavy_vehicle,theft_recovery,total_loss,forklift_required,salvage,4937,0.63,55,54,1,1,0,88,81,66.5,2025-04-08 12:46:00,2025-04-22 15:46:00
VEH008763,CLM008763,P030,YARD_DAL_01,2025-06-06,,,awaiting_sale,Chevrolet,Equinox,2016,10,SUV,mechanical,severe,non_running,salvage,16004,0.61,37,,1,0,1,100,72,82.7,2025-06-06 09:57:00,2025-06-17 12:57:00
VEH008764,CLM008764,P005,YARD_HOU_01,2025-05-26,2025-07-20,,title_pending,Chevrolet,Tahoe,2009,17,SUV,theft_recovery,moderate,non_running,clean,10587,0.59,56,55,0,0,0,100,49,91.3,2025-05-26 13:15:00,2025-06-14 18:15:00
VEH008765,CLM008765,P040,YARD_OKC_01,2025-01-25,2025-02-21,2025-03-01,picked_up,Nissan,Altima,2020,6,sedan,mechanical,moderate,runs_and_drives,salvage,18768,0.91,31,27,1,1,0,100,27,90.0,2025-01-25 09:37:00,2025-02-01 16:37:00
VEH008766,CLM008766,P002,YARD_HOU_01,2025-05-22,,,listed,Kia,Sorento,2011,15,SUV,mechanical,moderate,runs_and_drives,rebuilt,817,0.42,40,,1,0,1,100,43,83.9,2025-05-22 15:59:00,2025-06-03 18:59:00
VEH008767,CLM008767,P040,YARD_AUS_01,2025-06-19,2025-09-04,,sold_pending_pickup,Chevrolet,Tahoe,2005,21,SUV,side,minor,runs_and_drives,pending_title,500,0.40,49,77,1,0,1,82,35,78.1,2025-06-19 10:36:00,2025-07-09 13:36:00
VEH008768,CLM008768,P028,YARD_HOU_01,2025-04-22,2025-06-12,,sold_pending_pickup,Toyota,Corolla,2004,22,sedan,front_end,moderate,non_running,clean,18050,0.56,46,51,1,1,0,100,61,87.3,2025-04-22 13:43:00,2025-05-13 13:43:00
VEH008769,CLM008769,P008,YARD_AUS_01,2025-03-16,2025-05-07,2025-05-08,picked_up,Chevrolet,Malibu,2012,14,sedan,front_end,severe,forklift_required,clean,641,0.24,42,52,1,0,1,100,83,69.7,2025-03-16 10:23:00,2025-04-02 17:23:00
VEH008770,CLM008770,P008,YARD_HOU_01,2025-02-28,2025-04-13,2025-04-14,picked_up,Ford,Explorer,2021,5,SUV,mechanical,severe,heavy_equipment_required,rebuilt,3655,0.55,43,44,1,1,0,97,100,64.9,2025-02-28 11:21:00,2025-03-20 11:21:00
VEH008771,CLM008771,P035,YARD_HOU_01,2025-06-09,2025-08-07,2025-08-13,picked_up,Ford,Escape,2020,6,SUV,hail,moderate,forklift_required,salvage,3719,0.67,45,59,1,0,1,96,67,76.2,2025-06-09 17:48:00,2025-07-21 19:48:00
VEH008772,CLM008772,P013,YARD_OKC_01,2025-07-28,,,title_pending,Kia,Sportage,2012,14,SUV,front_end,severe,forklift_required,salvage,9264,0.48,46,,1,0,1,100,88,76.5,2025-07-28 17:11:00,2025-08-30 21:11:00
VEH008773,CLM008773,P038,YARD_AUS_01,2025-07-27,,,title_pending,Kia,Optima,2011,15,sedan,theft_recovery,moderate,runs_and_drives,salvage,4785,0.61,34,,0,0,0,71,24,66.5,2025-07-27 10:55:00,2025-09-09 13:55:00
VEH008774,CLM008774,P026,YARD_AUS_01,2025-07-16,,,listed,Toyota,RAV4,2012,14,SUV,theft_recovery,total_loss,runs_and_drives,salvage,500,0.70,34,,1,0,1,85,43,71.4,2025-07-16 12:15:00,2025-07-17 11:15:00
VEH008775,CLM008775,P013,YARD_HOU_01,2025-05-13,,,listed,BMW,5 Series,2013,13,sedan,flood,severe,forklift_required,clean,6889,0.52,62,,1,1,0,100,96,75.1,2025-05-13 14:03:00,2025-05-14 15:03:00
VEH008776,CLM008776,P002,YARD_HOU_01,2025-07-30,,,listed,Ram,ProMaster,2023,3,van,theft_recovery,severe,runs_and_drives,clean,9348,0.78,17,,1,1,0,100,35,85.4,2025-07-30 10:46:00,2025-09-07 16:46:00
VEH008777,CLM008777,P023,YARD_DAL_01,2025-04-04,2025-05-14,,listed,Chevrolet,Silverado,2017,9,pickup,mechanical,moderate,non_running,pending_title,4044,0.51,29,40,0,0,0,100,51,81.4,2025-04-04 14:05:00,2025-04-20 20:05:00
VEH008778,CLM008778,P029,YARD_AUS_01,2025-07-29,,,title_pending,Toyota,Camry,2018,8,sedan,rear_end,severe,forklift_required,clean,3551,0.49,36,,1,0,1,100,89,74.7,2025-07-29 15:00:00,2025-09-12 17:00:00
VEH008779,CLM008779,P013,YARD_DAL_01,2025-07-24,,,listed,Chevrolet,Malibu,2016,10,sedan,rear_end,total_loss,non_running,pending_title,7883,0.54,48,,1,1,0,100,70,79.7,2025-07-24 12:31:00,2025-07-30 12:31:00
VEH008780,CLM008780,P028,YARD_AUS_01,2025-02-11,,,listed,Nissan,Sentra,2011,15,sedan,flood,moderate,runs_and_drives,salvage,8339,0.66,39,,1,1,0,100,37,91.6,2025-02-11 12:00:00,2025-03-27 14:00:00
VEH008781,CLM008781,P023,YARD_OKC_01,2025-02-27,2025-03-17,,sold_pending_pickup,Nissan,Frontier,2023,3,pickup,side,moderate,non_running,salvage,6652,0.79,26,18,1,0,1,100,68,78.4,2025-02-27 15:10:00,2025-03-09 21:10:00
