storage_event_id,vehicle_id,partner_id,yard_id,arrival_date,release_date,days_in_yard,free_storage_days,billable_storage_days,daily_storage_rate,total_storage_fee,yard_cost_per_day,total_yard_cost,storage_margin,capacity_utilization_at_arrival,long_hold_flag,storage_billing_status
STG008609,VEH008609,P003,YARD_AUS_01,2025-05-15,,34,7,27,26,702,4,136,566,0.90,0,not_billable
STG008610,VEH008610,P028,YARD_HOU_01,2025-03-06,,56,0,56,33,1848,16,896,952,0.94,1,not_billable
STG008611,VEH008611,P013,YARD_HOU_01,2025-01-25,,40,0,40,28,1120,9,360,760,0.61,1,waived
STG008612,VEH008612,P023,YARD_AUS_01,2025-01-11,,2,7,0,26,0,12,24,-24,0.96,0,disputed
STG008613,VEH008613,P025,YARD_HOU_01,2025-02-07,2025-03-26,47,0,47,18,846,8,376,470,1.02,1,collected
STG008614,VEH008614,P003,YARD_DAL_01,2025-06-12,2025-07-29,47,7,40,26,1040,14,658,382,0.82,1,collected
STG008615,VEH008615,P025,YARD_OKC_01,2025-02-22,,57,0,57,18,1026,13,741,285,0.48,1,billable
STG008616,VEH008616,P005,YARD_HOU_01,2025-05-05,,66,3,63,35,2205,14,924,1281,0.71,1,billable
STG008617,VEH008617,P039,YARD_OKC_01,2025-02-07,,68,0,68,19,1292,13,884,408,0.65,1,collected
STG008618,VEH008618,P035,YARD_DAL_01,2025-02-03,2025-03-26,51,3,48,25,1200,7,357,843,0.64,1,collected
STG008619,VEH008619,P028,YARD_OKC_01,2025-03-31,2025-05-26,56,0,56,33,1848,13,728,1120,0.86,1,collected
STG008620,VEH008620,P028,YARD_AUS_01,2025-04-11,,42,0,42,33,1386,16,672,714,1.15,1,billable
STG008621,VEH008621,P034,YARD_OKC_01,2025-05-20,,33,5,28,19,532,8,264,268,0.78,0,billable
STG008622,VEH008622,P037,YARD_AUS_01,2025-01-11,2025-03-04,52,3,49,22,1078,9,468,610,0.72,1,collected
STG008623,VEH008623,P014,YARD_HOU_01,2025-04-02,,72,0,72,16,1152,11,792,360,0.82,1,billable
STG008624,VEH008624,P003,YARD_OKC_01,2025-04-02,,9,7,2,26,52,13,117,-65,1.02,0,billable
STG008625,VEH008625,P005,YARD_HOU_01,2025-05-12,,56,3,53,35,1855,17,952,903,0.83,1,not_billable
STG008626,VEH008626,P017,YARD_DAL_01,2025-06-22,,27,7,20,23,460,10,270,190,0.85,0,billable
STG008627,VEH008627,P037,YARD_HOU_01,2025-07-27,2025-08-19,23,3,20,22,440,6,138,302,0.75,0,collected
STG008628,VEH008628,P028,YARD_DAL_01,2025-01-20,,58,0,58,33,1914,10,580,1334,0.62,1,billable
STG008629,VEH008629,P023,YARD_AUS_01,2025-06-21,,56,7,49,26,1274,12,672,602,0.76,1,billable
STG008630,VEH008630,P037,YARD_HOU_01,2025-03-04,2025-03-10,6,3,3,22,66,8,48,18,0.78,0,collected
STG008631,VEH008631,P023,YARD_HOU_01,2025-06-07,,44,7,37,26,962,12,528,434,0.74,1,billable
STG008632,VEH008632,P035,YARD_AUS_01,2025-06-22,,76,3,73,25,1825,14,1064,761,0.72,1,not_billable
STG008633,VEH008633,P037,YARD_AUS_01,2025-05-24,,69,3,66,22,1452,10,690,762,0.89,1,not_billable
STG008634,VEH008634,P040,YARD_AUS_01,2025-03-01,,85,7,78,30,2340,17,1445,895,0.87,1,billable
STG008635,VEH008635,P037,YARD_HOU_01,2025-02-06,2025-03-19,41,3,38,22,836,15,615,221,0.86,1,collected
STG008636,VEH008636,P002,YARD_OKC_01,2025-07-04,,75,3,72,26,1872,9,675,1197,0.55,1,billable
STG008637,VEH008637,P004,YARD_HOU_01,2025-03-11,,73,0,73,28,2044,15,1095,949,0.80,1,waived
STG008638,VEH008638,P003,YARD_DAL_01,2025-01-15,,33,7,26,26,676,12,396,280,1.01,0,billable
STG008639,VEH008639,P037,YARD_DAL_01,2025-02-17,,53,3,50,22,1100,6,318,782,0.77,1,collected
STG008640,VEH008640,P025,YARD_DAL_01,2025-06-08,2025-07-07,29,0,29,18,522,11,319,203,0.75,0,collected
STG008641,VEH008641,P028,YARD_AUS_01,2025-07-11,,35,0,35,33,1155,8,280,875,0.67,0,collected
STG008642,VEH008642,P013,YARD_AUS_01,2025-01-08,,36,0,36,28,1008,7,252,756,0.76,1,disputed
STG008643,VEH008643,P038,YARD_AUS_01,2025-02-12,2025-03-11,27,5,22,22,484,8,216,268,0.84,0,collected
STG008644,VEH008644,P040,YARD_AUS_01,2025-01-21,,19,7,12,30,360,9,171,189,1.09,0,disputed
STG008645,VEH008645,P015,YARD_OKC_01,2025-01-21,,49,3,46,25,1150,12,588,562,0.69,1,waived
STG008646,VEH008646,P040,YARD_DAL_01,2025-07-29,,64,7,57,30,1710,6,384,1326,0.99,1,billable
STG008647,VEH008647,P037,YARD_DAL_01,2025-03-24,2025-05-13,50,3,47,22,1034,9,450,584,1.01,1,collected
STG008648,VEH008648,P035,YARD_AUS_01,2025-03-16,2025-05-15,60,3,57,25,1425,15,900,525,1.01,1,collected
STG008649,VEH008649,P040,YARD_OKC_01,2025-01-30,,59,7,52,30,1560,13,767,793,0.89,1,billable
STG008650,VEH008650,P023,YARD_OKC_01,2025-05-18,,37,7,30,26,780,13,481,299,0.79,1,collected
STG008651,VEH008651,P037,YARD_OKC_01,2025-04-28,,100,3,97,22,2134,17,1700,434,0.83,1,billable
STG008652,VEH008652,P023,YARD_OKC_01,2025-02-19,2025-04-04,44,7,37,26,962,9,396,566,0.88,1,collected
STG008653,VEH008653,P035,YARD_HOU_01,2025-07-10,,89,3,86,25,2150,12,1068,1082,0.94,1,billable
STG008654,VEH008654,P003,YARD_DAL_01,2025-06-27,,30,7,23,26,598,9,270,328,1.04,0,disputed
STG008655,VEH008655,P017,YARD_AUS_01,2025-05-16,,56,7,49,23,1127,8,448,679,1.06,1,billable
STG008656,VEH008656,P003,YARD_AUS_01,2025-01-03,,63,7,56,26,1456,18,1134,322,0.96,1,collected
STG008657,VEH008657,P014,YARD_HOU_01,2025-04-20,2025-06-11,52,0,52,16,832,13,676,156,1.04,1,collected
STG008658,VEH008658,P002,YARD_DAL_01,2025-06-21,2025-08-23,63,3,60,26,1560,13,819,741,0.97,1,collected
STG008659,VEH008659,P015,YARD_OKC_01,2025-03-07,,41,3,38,25,950,9,369,581,0.83,1,collected
STG008660,VEH008660,P027,YARD_AUS_01,2025-07-05,,9,3,6,24,144,12,108,36,0.80,0,billable
STG008661,VEH008661,P008,YARD_DAL_01,2025-05-21,2025-07-07,47,0,47,21,987,11,517,470,1.11,1,collected
STG008662,VEH008662,P037,YARD_OKC_01,2025-05-23,2025-06-30,38,3,35,22,770,18,684,86,0.91,1,collected
STG008663,VEH008663,P014,YARD_DAL_01,2025-06-02,,93,0,93,16,1488,17,1581,-93,0.89,1,billable
STG008664,VEH008664,P039,YARD_HOU_01,2025-03-03,,60,0,60,19,1140,7,420,720,1.03,1,billable
STG008665,VEH008665,P031,YARD_HOU_01,2025-06-05,2025-07-18,43,14,29,35,1015,7,301,714,0.69,1,collected
STG008666,VEH008666,P040,YARD_HOU_01,2025-05-02,2025-06-30,59,7,52,30,1560,14,826,734,0.63,1,collected
STG008667,VEH008667,P013,YARD_HOU_01,2025-05-07,,93,0,93,28,2604,11,1023,1581,0.78,1,disputed
STG008668,VEH008668,P022,YARD_HOU_01,2025-03-25,,64,14,50,29,1450,11,704,746,0.75,1,collected
STG008669,VEH008669,P029,YARD_HOU_01,2025-03-13,,37,3,34,27,918,12,444,474,0.86,1,billable
STG008670,VEH008670,P023,YARD_DAL_01,2025-02-24,,30,7,23,26,598,12,360,238,0.74,0,billable
STG008671,VEH008671,P019,YARD_OKC_01,2025-04-09,2025-05-29,50,7,43,21,903,14,700,203,0.86,1,collected
STG008672,VEH008672,P010,YARD_OKC_01,2025-01-10,,63,14,49,40,1960,13,819,1141,0.64,1,billable
STG008673,VEH008673,P014,YARD_AUS_01,2025-07-14,,76,0,76,16,1216,16,1216,0,0.69,1,collected
STG008674,VEH008674,P003,YARD_OKC_01,2025-07-17,2025-08-29,43,7,36,26,936,11,473,463,0.55,1,collected
STG008675,VEH008675,P020,YARD_HOU_01,2025-04-10,,21,0,21,39,819,7,147,672,0.82,0,billable
STG008676,VEH008676,P028,YARD_OKC_01,2025-02-26,,83,0,83,33,2739,11,913,1826,1.06,1,disputed
STG008677,VEH008677,P014,YARD_DAL_01,2025-07-19,,86,0,86,16,1376,19,1634,-258,1.05,1,collected
STG008678,VEH008678,P028,YARD_OKC_01,2025-01-02,2025-03-04,61,0,61,33,2013,7,427,1586,0.64,1,collected
STG008679,VEH008679,P010,YARD_HOU_01,2025-01-06,2025-02-15,40,14,26,40,1040,10,400,640,0.79,1,collected
STG008680,VEH008680,P026,YARD_DAL_01,2025-06-18,,31,0,31,21,651,10,310,341,0.65,0,waived
STG008681,VEH008681,P007,YARD_OKC_01,2025-06-12,,91,3,88,21,1848,8,728,1120,0.79,1,waived
STG008682,VEH008682,P003,YARD_DAL_01,2025-05-28,2025-07-22,55,7,48,26,1248,13,715,533,0.77,1,collected
STG008683,VEH008683,P018,YARD_OKC_01,2025-03-07,,61,0,61,16,976,10,610,366,0.98,1,billable
STG008684,VEH008684,P003,YARD_DAL_01,2025-06-29,,35,7,28,26,728,11,385,343,0.68,0,billable
STG008685,VEH008685,P024,YARD_DAL_01,2025-05-07,,54,0,54,29,1566,11,594,972,1.06,1,billable
STG008686,VEH008686,P037,YARD_HOU_01,2025-05-17,,69,3,66,22,1452,14,966,486,0.87,1,collected
STG008687,VEH008687,P010,YARD_OKC_01,2025-06-04,2025-06-26,22,14,8,40,320,5,110,210,0.75,0,collected
STG008688,VEH008688,P014,YARD_DAL_01,2025-02-24,,64,0,64,16,1024,16,1024,0,0.85,1,collected
STG008689,VEH008689,P029,YARD_OKC_01,2025-03-30,,85,3,82,27,2214,17,1445,769,1.03,1,not_billable
STG008690,VEH008690,P014,YARD_DAL_01,2025-04-13,2025-05-09,26,0,26,16,416,16,416,0,0.99,0,collected
STG008691,VEH008691,P014,YARD_OKC_01,2025-07-30,,50,0,50,16,800,14,700,100,0.73,1,waived
STG008692,VEH008692,P005,YARD_HOU_01,2025-05-18,,29,3,26,35,910,7,203,707,0.64,0,disputed
STG008693,VEH008693,P020,YARD_OKC_01,2025-06-27,2025-08-04,38,0,38,39,1482,9,342,1140,0.68,1,collected
STG008694,VEH008694,P023,YARD_HOU_01,2025-04-17,2025-05-13,26,7,19,26,494,8,208,286,0.73,0,collected
STG008695,VEH008695,P013,YARD_DAL_01,2025-05-02,,33,0,33,28,924,8,264,660,1.06,0,disputed
STG008696,VEH008696,P014,YARD_OKC_01,2025-05-06,,43,0,43,16,688,6,258,430,0.71,1,not_billable
STG008697,VEH008697,P035,YARD_HOU_01,2025-07-28,,33,3,30,25,750,5,165,585,0.86,0,disputed
STG008698,VEH008698,P013,YARD_DAL_01,2025-07-15,,1,0,1,28,28,5,5,23,0.61,0,collected
STG008699,VEH008699,P019,YARD_HOU_01,2025-06-04,2025-07-08,34,7,27,21,567,12,408,159,0.94,0,collected
STG008700,VEH008700,P037,YARD_DAL_01,2025-04-30,,56,3,53,22,1166,8,448,718,0.62,1,billable
STG008701,VEH008701,P029,YARD_AUS_01,2025-03-01,,73,3,70,27,1890,8,584,1306,0.83,1,billable
STG008702,VEH008702,P015,YARD_HOU_01,2025-03-01,,63,3,60,25,1500,18,1134,366,1.01,1,billable
STG008703,VEH008703,P014,YARD_AUS_01,2025-04-05,,46,0,46,16,736,15,690,46,0.75,1,billable
STG008704,VEH008704,P038,YARD_HOU_01,2025-07-19,,50,5,45,22,990,8,400,590,0.95,1,billable
STG008705,VEH008705,P039,YARD_HOU_01,2025-03-25,,58,0,58,19,1102,11,638,464,0.92,1,billable
STG008706,VEH008706,P035,YARD_AUS_01,2025-03-13,,43,3,40,25,1000,17,731,269,0.69,1,waived
STG008707,VEH008707,P003,YARD_DAL_01,2025-01-14,,10,7,3,26,78,9,90,-12,0.94,0,billable
STG008708,VEH008708,P021,YARD_OKC_01,2025-04-17,,69,7,62,25,1550,7,483,1067,0.67,1,billable
STG008709,VEH008709,P020,YARD_OKC_01,2025-02-05,,86,0,86,39,3354,14,1204,2150,0.94,1,collected
STG008710,VEH008710,P040,YARD_DAL_01,2025-06-01,,40,7,33,30,990,10,400,590,0.79,1,billable
STG008711,VEH008711,P039,YARD_AUS_01,2025-02-10,,44,0,44,19,836,12,528,308,0.86,1,billable
STG008712,VEH008712,P035,YARD_DAL_01,2025-04-03,,77,3,74,25,1850,13,1001,849,0.53,1,billable
STG008713,VEH008713,P040,YARD_AUS_01,2025-02-11,,25,7,18,30,540,13,325,215,1.00,0,billable
STG008714,VEH008714,P028,YARD_OKC_01,2025-02-23,2025-04-04,40,0,40,33,1320,7,280,1040,0.66,1,collected
STG008715,VEH008715,P015,YARD_HOU_01,2025-07-13,,51,3,48,25,1200,10,510,690,0.85,1,billable
STG008716,VEH008716,P033,YARD_OKC_01,2025-01-13,2025-02-21,39,0,39,30,1170,12,468,702,0.65,1,collected
STG008717,VEH008717,P035,YARD_DAL_01,2025-06-08,,46,3,43,25,1075,12,552,523,0.68,1,billable
STG008718,VEH008718,P009,YARD_HOU_01,2025-04-04,,69,7,62,27,1674,22,1518,156,0.78,1,collected
STG008719,VEH008719,P013,YARD_AUS_01,2025-04-29,,38,0,38,28,1064,10,380,684,0.66,1,billable
STG008720,VEH008720,P035,YARD_AUS_01,2025-04-13,,52,3,49,25,1225,13,676,549,0.81,1,waived
STG008721,VEH008721,P040,YARD_HOU_01,2025-07-11,,56,7,49,30,1470,7,392,1078,0.71,1,waived
STG008722,VEH008722,P035,YARD_HOU_01,2025-05-08,,100,3,97,25,2425,12,1200,1225,0.64,1,billable
STG008723,VEH008723,P015,YARD_AUS_01,2025-04-24,2025-06-02,39,3,36,25,900,7,273,627,0.96,1,collected
STG008724,VEH008724,P014,YARD_OKC_01,2025-01-07,,62,0,62,16,992,12,744,248,1.00,1,disputed
STG008725,VEH008725,P006,YARD_OKC_01,2025-04-24,,67,5,62,32,1984,10,670,1314,1.01,1,billable
STG008726,VEH008726,P004,YARD_HOU_01,2025-07-09,2025-07-30,21,0,21,28,588,11,231,357,0.85,0,collected
STG008727,VEH008727,P028,YARD_AUS_01,2025-02-09,2025-03-31,50,0,50,33,1650,9,450,1200,0.86,1,collected
STG008728,VEH008728,P028,YARD_OKC_01,2025-07-30,,83,0,83,33,2739,18,1494,1245,0.90,1,billable
STG008729,VEH008729,P023,YARD_OKC_01,2025-04-23,,36,7,29,26,754,15,540,214,0.97,1,billable
STG008730,VEH008730,P038,YARD_DAL_01,2025-01-22,2025-02-20,29,5,24,22,528,7,203,325,0.69,0,collected
STG008731,VEH008731,P020,YARD_OKC_01,2025-07-16,,57,0,57,39,2223,11,627,1596,1.02,1,waived
STG008732,VEH008732,P015,YARD_OKC_01,2025-06-25,,40,3,37,25,925,9,360,565,0.97,1,billable
STG008733,VEH008733,P029,YARD_OKC_01,2025-07-20,2025-08-09,20,3,17,27,459,9,180,279,0.83,0,collected
STG008734,VEH008734,P014,YARD_DAL_01,2025-03-19,,11,0,11,16,176,9,99,77,0.79,0,billable
STG008735,VEH008735,P026,YARD_HOU_01,2025-05-31,,86,0,86,21,1806,20,1720,86,0.77,1,not_billable
STG008736,VEH008736,P025,YARD_OKC_01,2025-03-27,2025-04-29,33,0,33,18,594,13,429,165,0.74,0,collected
STG008737,VEH008737,P034,YARD_OKC_01,2025-06-04,2025-07-17,43,5,38,19,722,9,387,335,0.61,1,collected
STG008738,VEH008738,P013,YARD_DAL_01,2025-01-31,,71,0,71,28,1988,12,852,1136,0.89,1,disputed
STG008739,VEH008739,P032,YARD_AUS_01,2025-05-03,,69,7,62,26,1612,20,1380,232,0.94,1,collected
STG008740,VEH008740,P035,YARD_AUS_01,2025-05-08,,102,3,99,25,2475,20,2040,435,0.59,1,billable
STG008741,VEH008741,P040,YARD_DAL_01,2025-07-30,,68,7,61,30,1830,8,544,1286,0.84,1,collected
STG008742,VEH008742,P002,YARD_DAL_01,2025-05-22,,48,3,45,26,1170,3,144,1026,0.96,1,not_billable
STG008743,VEH008743,P002,YARD_DAL_01,2025-07-17,,40,3,37,26,962,16,640,322,0.57,1,billable
STG008744,VEH008744,P014,YARD_AUS_01,2025-01-29,,1,0,1,16,16,7,7,9,0.89,0,billable
STG008745,VEH008745,P028,YARD_OKC_01,2025-06-12,2025-07-20,38,0,38,33,1254,11,418,836,1.00,1,collected
STG008746,VEH008746,P035,YARD_HOU_01,2025-04-27,,33,3,30,25,750,13,429,321,0.80,0,billable
STG008747,VEH008747,P014,YARD_OKC_01,2025-02-09,2025-02-19,10,0,10,16,160,6,60,100,0.55,0,collected
STG008748,VEH008748,P030,YARD_DAL_01,2025-02-16,,25,0,25,30,750,11,275,475,0.90,0,collected
STG008749,VEH008749,P037,YARD_OKC_01,2025-02-06,2025-04-03,56,3,53,22,1166,13,728,438,0.80,1,collected
STG008750,VEH008750,P008,YARD_HOU_01,2025-02-16,,48,0,48,21,1008,8,384,624,0.66,1,billable
STG008751,VEH008751,P014,YARD_HOU_01,2025-03-02,2025-04-16,45,0,45,16,720,9,405,315,0.80,1,collected
STG008752,VEH008752,P030,YARD_OKC_01,2025-04-24,,94,0,94,30,2820,16,1504,1316,0.91,1,billable
STG008753,VEH008753,P015,YARD_OKC_01,2025-02-23,2025-03-24,29,3,26,25,650,12,348,302,0.83,0,collected
STG008754,VEH008754,P028,YARD_DAL_01,2025-06-22,,74,0,74,33,2442,14,1036,1406,0.57,1,billable
STG008755,VEH008755,P028,YARD_DAL_01,2025-06-17,,50,0,50,33,1650,10,500,1150,0.74,1,not_billable
STG008756,VEH008756,P023,YARD_OKC_01,2025-03-14,,62,7,55,26,1430,16,992,438,0.82,1,billable
STG008757,VEH008757,P025,YARD_DAL_01,2025-01-30,2025-03-19,48,0,48,18,864,14,672,192,0.63,1,collected
STG008758,VEH008758,P015,YARD_HOU_01,2025-05-22,2025-07-23,62,3,59,25,1475,13,806,669,0.73,1,collected
STG008759,VEH008759,P007,YARD_HOU_01,2025-05-20,2025-06-17,28,3,25,21,525,6,168,357,0.72,0,collected
STG008760,VEH008760,P004,YARD_OKC_01,2025-05-01,,7,0,7,28,196,12,84,112,0.77,0,billable
STG008761,VEH008761,P006,YARD_DAL_01,2025-07-08,,11,5,6,32,192,19,209,-17,0.74,0,billable
STG008762,VEH008762,P037,YARD_OKC_01,2025-04-08,2025-06-08,61,3,58,22,1276,14,854,422,0.74,1,collected
STG008763,VEH008763,P030,YARD_DAL_01,2025-06-06,,17,0,17,30,510,15,255,255,0.53,0,billable
STG008764,VEH008764,P005,YARD_HOU_01,2025-05-26,,39,3,36,35,1260,11,429,831,1.15,1,waived
STG008765,VEH008765,P040,YARD_OKC_01,2025-01-25,2025-03-01,35,7,28,30,840,7,245,595,1.02,0,collected
STG008766,VEH008766,P002,YARD_HOU_01,2025-05-22,,8,3,5,26,130,10,80,50,0.91,0,billable
STG008767,VEH008767,P040,YARD_AUS_01,2025-06-19,,70,7,63,30,1890,10,700,1190,0.60,1,billable
STG008768,VEH008768,P028,YARD_HOU_01,2025-04-22,,46,0,46,33,1518,10,460,1058,0.85,1,disputed
STG008769,VEH008769,P008,YARD_AUS_01,2025-03-16,2025-05-08,53,0,53,21,1113,18,954,159,0.90,1,collected
STG008770,VEH008770,P008,YARD_HOU_01,2025-02-28,2025-04-14,45,0,45,21,945,14,630,315,0.89,1,collected
STG008771,VEH008771,P035,YARD_HOU_01,2025-06-09,2025-08-13,65,3,62,25,1550,17,1105,445,0.96,1,collected
STG008772,VEH008772,P013,YARD_OKC_01,2025-07-28,,47,0,47,28,1316,18,846,470,1.02,1,billable
STG008773,VEH008773,P038,YARD_AUS_01,2025-07-27,,22,5,17,22,374,7,154,220,0.98,0,billable
STG008774,VEH008774,P026,YARD_AUS_01,2025-07-16,,60,0,60,21,1260,9,540,720,0.98,1,billable
STG008775,VEH008775,P013,YARD_HOU_01,2025-05-13,,28,0,28,28,784,17,476,308,0.64,0,disputed
STG008776,VEH008776,P002,YARD_HOU_01,2025-07-30,,32,3,29,26,754,7,224,530,0.90,0,collected
STG008777,VEH008777,P023,YARD_DAL_01,2025-04-04,,32,7,25,26,650,10,320,330,0.80,0,waived
STG008778,VEH008778,P029,YARD_AUS_01,2025-07-29,,46,3,43,27,1161,18,828,333,0.99,1,billable
STG008779,VEH008779,P013,YARD_DAL_01,2025-07-24,,60,0,60,28,1680,13,780,900,0.74,1,billable
STG008780,VEH008780,P028,YARD_AUS_01,2025-02-11,,56,0,56,33,1848,7,392,1456,0.78,1,billable
STG008781,VEH008781,P023,YARD_OKC_01,2025-02-27,,43,7,36,26,936,18,774,162,0.86,1,waived
STG008782,VEH008782,P024,YARD_OKC_01,2025-03-16,,74,0,74,29,2146,12,888,1258,0.68,1,waived
STG008783,VEH008783,P014,YARD_DAL_01,2025-07-16,2025-08-18,33,0,33,16,528,9,297,231,0.91,0,collected
STG008784,VEH008784,P028,YARD_HOU_01,2025-05-25,,27,0,27,33,891,19,513,378,1.13,0,billable
STG008785,VEH008785,P014,YARD_AUS_01,2025-07-13,2025-08-20,38,0,38,16,608,9,342,266,0.75,1,collected
STG008786,VEH008786,P016,YARD_HOU_01,2025-05-17,2025-06-29,43,0,43,23,989,9,387,602,1.02,1,collected
STG008787,VEH008787,P031,YARD_DAL_01,2025-02-13,,42,14,28,35,980,4,168,812,0.75,1,not_billable
STG008788,VEH008788,P032,YARD_OKC_01,2025-02-09,2025-03-28,47,7,40,26,1040,13,611,429,0.94,1,collected
STG008789,VEH008789,P011,YARD_AUS_01,2025-06-03,,66,7,59,27,1593,15,990,603,0.81,1,collected
STG008790,VEH008790,P037,YARD_AUS_01,2025-04-13,,54,3,51,22,1122,8,432,690,0.80,1,collected
STG008791,VEH008791,P025,YARD_DAL_01,2025-01-18,,1,0,1,18,18,9,9,9,0.83,0,waived
STG008792,VEH008792,P011,YARD_OKC_01,2025-03-10,2025-04-04,25,7,18,27,486,17,425,61,0.80,0,collected
STG008793,VEH008793,P004,YARD_OKC_01,2025-03-02,,40,0,40,28,1120,14,560,560,1.15,1,not_billable
STG008794,VEH008794,P006,YARD_OKC_01,2025-02-28,,23,5,18,32,576,9,207,369,0.79,0,billable
STG008795,VEH008795,P003,YARD_OKC_01,2025-02-09,2025-03-19,38,7,31,26,806,9,342,464,1.15,1,collected
STG008796,VEH008796,P026,YARD_AUS_01,2025-06-24,,26,0,26,21,546,8,208,338,0.73,0,disputed
STG008797,VEH008797,P037,YARD_OKC_01,2025-02-07,,79,3,76,22,1672,6,474,1198,0.93,1,billable
STG008798,VEH008798,P003,YARD_AUS_01,2025-04-11,2025-05-29,48,7,41,26,1066,10,480,586,0.98,1,collected
STG008799,VEH008799,P037,YARD_HOU_01,2025-02-15,,75,3,72,22,1584,17,1275,309,0.93,1,waived
STG008800,VEH008800,P014,YARD_DAL_01,2025-04-27,,15,0,15,16,240,5,75,165,0.95,0,billable
STG008801,VEH008801,P020,YARD_OKC_01,2025-05-11,2025-07-02,52,0,52,39,2028,18,936,1092,0.72,1,collected
STG008802,VEH008802,P007,YARD_HOU_01,2025-05-02,,47,3,44,21,924,10,470,454,0.77,1,billable
STG008803,VEH008803,P014,YARD_AUS_01,2025-02-07,2025-03-02,23,0,23,16,368,16,368,0,0.84,0,collected
STG008804,VEH008804,P024,YARD_OKC_01,2025-02-11,2025-03-20,37,0,37,29,1073,7,259,814,0.62,1,collected
STG008805,VEH008805,P031,YARD_HOU_01,2025-01-19,2025-02-10,22,14,8,35,280,7,154,126,1.04,0,collected
STG008806,VEH008806,P032,YARD_AUS_01,2025-02-01,,66,7,59,26,1534,13,858,676,0.81,1,collected
STG008807,VEH008807,P015,YARD_HOU_01,2025-05-24,,47,3,44,25,1100,11,517,583,0.97,1,disputed
STG008808,VEH008808,P002,YARD_AUS_01,2025-03-01,,92,3,89,26,2314,14,1288,1026,0.71,1,not_billable
STG008809,VEH008809,P003,YARD_HOU_01,2025-07-30,,80,7,73,26,1898,21,1680,218,0.61,1,billable
STG008810,VEH008810,P040,YARD_AUS_01,2025-06-26,,46,7,39,30,1170,10,460,710,0.75,1,billable
STG008811,VEH008811,P040,YARD_DAL_01,2025-03-10,,93,7,86,30,2580,20,1860,720,0.62,1,waived
STG008812,VEH008812,P005,YARD_AUS_01,2025-01-09,,63,3,60,35,2100,17,1071,1029,1.06,1,billable
STG008813,VEH008813,P014,YARD_DAL_01,2025-04-14,2025-05-09,25,0,25,16,400,12,300,100,1.03,0,collected
STG008814,VEH008814,P024,YARD_DAL_01,2025-07-07,,20,0,20,29,580,16,320,260,0.76,0,billable
STG008815,VEH008815,P040,YARD_DAL_01,2025-01-12,,70,7,63,30,1890,15,1050,840,0.54,1,billable
STG008816,VEH008816,P028,YARD_HOU_01,2025-01-26,,45,0,45,33,1485,13,585,900,0.73,1,billable
STG008817,VEH008817,P013,YARD_AUS_01,2025-05-06,2025-05-21,15,0,15,28,420,10,150,270,0.86,0,collected
STG008818,VEH008818,P029,YARD_AUS_01,2025-04-05,,7,3,4,27,108,9,63,45,0.54,0,billable
STG008819,VEH008819,P002,YARD_DAL_01,2025-07-29,,50,3,47,26,1222,10,500,722,0.72,1,not_billable
STG008820,VEH008820,P039,YARD_OKC_01,2025-01-20,,11,0,11,19,209,11,121,88,1.01,0,disputed
STG008821,VEH008821,P037,YARD_DAL_01,2025-02-10,,49,3,46,22,1012,10,490,522,0.60,1,billable
STG008822,VEH008822,P014,YARD_OKC_01,2025-07-17,,47,0,47,16,752,11,517,235,0.97,1,billable
STG008823,VEH008823,P029,YARD_OKC_01,2025-05-04,2025-05-19,15,3,12,27,324,8,120,204,0.98,0,collected
STG008824,VEH008824,P032,YARD_OKC_01,2025-01-30,2025-03-29,58,7,51,26,1326,11,638,688,0.64,1,collected
STG008825,VEH008825,P030,YARD_DAL_01,2025-04-06,2025-05-20,44,0,44,30,1320,9,396,924,1.12,1,collected
STG008826,VEH008826,P015,YARD_OKC_01,2025-05-04,,40,3,37,25,925,12,480,445,0.80,1,collected
STG008827,VEH008827,P028,YARD_HOU_01,2025-07-20,2025-09-29,71,0,71,33,2343,12,852,1491,0.35,1,collected
STG008828,VEH008828,P005,YARD_OKC_01,2025-05-31,,46,3,43,35,1505,9,414,1091,0.47,1,billable
STG008829,VEH008829,P014,YARD_DAL_01,2025-02-19,,10,0,10,16,160,7,70,90,0.92,0,collected
STG008830,VEH008830,P014,YARD_AUS_01,2025-02-09,2025-04-21,71,0,71,16,1136,13,923,213,1.07,1,collected
STG008831,VEH008831,P035,YARD_AUS_01,2025-01-29,,48,3,45,25,1125,17,816,309,1.01,1,billable
STG008832,VEH008832,P027,YARD_DAL_01,2025-02-09,,117,3,114,24,2736,19,2223,513,0.62,1,billable
STG008833,VEH008833,P028,YARD_OKC_01,2025-01-07,,38,0,38,33,1254,10,380,874,0.92,1,collected
STG008834,VEH008834,P015,YARD_DAL_01,2025-02-01,,36,3,33,25,825,10,360,465,0.74,1,waived
STG008835,VEH008835,P013,YARD_HOU_01,2025-06-02,,17,0,17,28,476,12,204,272,0.83,0,not_billable
STG008836,VEH008836,P026,YARD_DAL_01,2025-03-28,,39,0,39,21,819,13,507,312,0.70,1,billable
STG008837,VEH008837,P037,YARD_OKC_01,2025-01-14,2025-02-28,45,3,42,22,924,9,405,519,0.70,1,collected
STG008838,VEH008838,P028,YARD_DAL_01,2025-04-24,,24,0,24,33,792,8,192,600,0.85,0,billable
STG008839,VEH008839,P013,YARD_AUS_01,2025-07-02,,105,0,105,28,2940,17,1785,1155,0.44,1,billable
