retrieval_id,vehicle_id,yard_id,request_time,retrieval_start_time,retrieval_end_time,handoff_time,requested_by,pickup_type,retrieval_duration_minutes,wait_time_minutes,start_delay_minutes,travel_distance_meters,blocked_vehicle_count,equipment_used,staff_id,retrieval_success_flag,delay_flag,delay_reason,weather_condition,time_of_day,day_of_week
RET003462,VEH000329,YARD_AUS_01,2025-05-04 15:37:00,2025-05-04 15:47:00,2025-05-04 16:23:51,2025-05-04 16:33:51,carrier,customer_pickup,36.9,56.9,10,1117,4,loader,STF058,1,1,blocked_access,rain,afternoon,Sunday
RET003463,VEH009722,YARD_DAL_01,2025-08-14 15:03:00,2025-08-14 15:19:00,2025-08-14 16:08:35,2025-08-14 16:26:35,carrier,carrier_pickup,49.6,83.6,16,1469,7,forklift,STF022,1,1,congestion,rain,afternoon,Thursday
RET003464,VEH004831,YARD_DAL_01,2025-09-16 16:18:00,2025-09-16 16:53:00,2025-09-16 17:27:08,2025-09-16 17:38:08,internal_ops,carrier_pickup,34.1,80.1,35,702,1,none,STF020,1,1,blocked_access,clear,midday,Tuesday
RET003465,VEH006224,YARD_AUS_01,2025-05-11 13:14:00,2025-05-11 13:36:00,2025-05-11 14:15:01,2025-05-11 14:19:01,carrier,customer_pickup,39.0,65.0,22,522,5,none,STF023,1,1,weather,clear,afternoon,Sunday
RET003466,VEH003166,YARD_DAL_01,2025-09-12 11:11:00,2025-09-12 11:31:00,2025-09-12 12:00:16,2025-09-12 12:17:16,insurance_partner,carrier_pickup,29.3,66.3,20,512,1,none,STF059,1,1,vehicle_not_found,storm,afternoon,Friday
RET003467,VEH006932,YARD_HOU_01,2025-07-29 15:07:00,2025-07-29 15:07:00,2025-07-29 15:35:05,2025-07-29 15:50:05,internal_ops,customer_pickup,28.1,43.1,0,206,1,none,STF031,1,1,equipment_unavailable,rain,morning,Tuesday
RET003468,VEH009140,YARD_AUS_01,2025-04-26 11:11:00,2025-04-26 11:35:00,2025-04-26 11:45:09,2025-04-26 11:50:09,buyer,carrier_pickup,10.2,39.2,24,299,0,none,STF043,1,0,none,clear,morning,Saturday
RET003469,VEH005476,YARD_HOU_01,2025-09-13 12:03:00,2025-09-13 12:19:00,2025-09-13 12:54:49,2025-09-13 13:07:49,buyer,carrier_pickup,35.8,64.8,16,338,0,none,STF038,1,1,blocked_access,clear,afternoon,Saturday
RET003470,VEH006522,YARD_HOU_01,2025-08-01 13:30:00,2025-08-01 13:39:00,2025-08-01 14:27:53,2025-08-01 14:41:53,carrier,carrier_pickup,48.9,71.9,9,1623,4,forklift,STF014,1,1,blocked_access,clear,morning,Friday
RET003471,VEH007045,YARD_HOU_01,2025-05-11 11:10:00,2025-05-11 11:29:00,2025-05-11 11:49:02,2025-05-11 11:54:02,carrier,customer_pickup,20.0,44.0,19,430,0,none,STF005,1,0,none,storm,afternoon,Sunday
RET003472,VEH000257,YARD_AUS_01,2025-02-27 14:27:00,2025-02-27 14:47:00,2025-02-27 15:21:22,2025-02-27 15:34:22,buyer,carrier_pickup,34.4,67.4,20,766,3,none,STF058,1,1,weather,clear,afternoon,Thursday
RET003473,VEH004005,YARD_HOU_01,2025-06-28 11:22:00,2025-06-28 11:28:00,2025-06-28 11:58:04,2025-06-28 12:08:04,carrier,customer_pickup,30.1,46.1,6,668,3,forklift,STF046,1,1,blocked_access,rain,midday,Saturday
RET003474,VEH003010,YARD_HOU_01,2025-04-26 14:44:00,2025-04-26 15:02:00,2025-04-26 15:51:38,2025-04-26 16:02:38,carrier,customer_pickup,49.6,78.6,18,956,3,none,STF057,1,1,weather,clear,midday,Saturday
RET003475,VEH009232,YARD_AUS_01,2025-06-17 16:24:00,2025-06-17 16:46:00,2025-06-17 17:33:24,2025-06-17 17:37:24,carrier,carrier_pickup,47.4,73.4,22,907,6,none,STF076,1,1,blocked_access,clear,midday,Tuesday
RET003476,VEH007662,YARD_AUS_01,2025-03-16 09:44:00,2025-03-16 10:19:00,2025-03-16 10:41:07,2025-03-16 10:57:07,carrier,carrier_pickup,22.1,73.1,35,722,1,none,STF019,1,1,congestion,clear,midday,Sunday
RET003477,VEH004972,YARD_DAL_01,2025-06-19 11:00:00,2025-06-19 11:20:00,2025-06-19 12:04:56,2025-06-19 12:21:56,buyer,auction_staging,44.9,81.9,20,843,4,forklift,STF002,1,1,title_issue,clear,afternoon,Thursday
RET003478,VEH001912,YARD_AUS_01,2025-06-13 15:47:00,2025-06-13 16:15:00,2025-06-13 16:52:50,2025-06-13 17:02:50,carrier,carrier_pickup,37.8,75.8,28,532,2,none,STF076,1,1,weather,clear,afternoon,Friday
RET003479,VEH005352,YARD_HOU_01,2025-07-11 14:13:00,2025-07-11 14:28:00,2025-07-11 15:10:54,2025-07-11 15:17:54,buyer,customer_pickup,42.9,64.9,15,740,6,jump_starter,STF002,1,1,equipment_unavailable,extreme_heat,morning,Friday
RET003480,VEH004461,YARD_HOU_01,2025-05-02 15:47:00,2025-05-02 15:56:00,2025-05-02 16:11:11,2025-05-02 16:19:11,buyer,carrier_pickup,15.2,32.2,9,343,0,none,STF064,1,0,none,rain,afternoon,Friday
RET003481,VEH006850,YARD_AUS_01,2025-06-16 15:42:00,2025-06-16 16:03:00,2025-06-16 16:23:06,2025-06-16 16:36:06,carrier,carrier_pickup,20.1,54.1,21,279,1,none,STF030,1,1,equipment_unavailable,rain,morning,Monday
RET003482,VEH000219,YARD_DAL_01,2025-08-30 10:10:00,2025-08-30 10:43:00,2025-08-30 11:29:47,2025-08-30 11:41:47,buyer,customer_pickup,46.8,91.8,33,917,3,none,STF026,1,1,weather,clear,afternoon,Saturday
RET003483,VEH007782,YARD_AUS_01,2025-02-05 13:48:00,2025-02-05 14:04:00,2025-02-05 14:56:56,2025-02-05 15:06:56,carrier,carrier_pickup,52.9,78.9,16,559,4,none,STF063,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET003484,VEH007342,YARD_HOU_01,2025-02-11 09:45:00,2025-02-11 09:53:00,2025-02-11 10:12:50,2025-02-11 10:16:50,buyer,carrier_pickup,19.8,31.8,8,870,2,loader,STF017,1,0,none,clear,afternoon,Tuesday
RET003485,VEH005762,YARD_OKC_01,2025-08-02 13:23:00,2025-08-02 13:37:00,2025-08-02 14:13:35,2025-08-02 14:23:35,carrier,carrier_pickup,36.6,60.6,14,533,3,forklift,STF055,1,1,congestion,rain,morning,Saturday
RET003486,VEH009596,YARD_OKC_01,2025-05-10 09:58:00,2025-05-10 10:04:00,2025-05-10 10:23:18,2025-05-10 10:37:18,carrier,customer_pickup,19.3,39.3,6,367,0,none,STF067,1,0,none,storm,evening,Saturday
RET003487,VEH001928,YARD_HOU_01,2025-03-11 14:59:00,2025-03-11 15:05:00,2025-03-11 15:51:31,2025-03-11 16:00:31,insurance_partner,carrier_pickup,46.5,61.5,6,658,3,none,STF076,1,1,congestion,clear,midday,Tuesday
RET003488,VEH001715,YARD_OKC_01,2025-02-24 12:29:00,2025-02-24 12:49:00,2025-02-24 13:23:20,2025-02-24 13:28:20,carrier,carrier_pickup,34.3,59.3,20,630,3,none,STF064,1,1,blocked_access,clear,morning,Monday
RET003489,VEH009647,YARD_HOU_01,2025-05-07 14:09:00,2025-05-07 14:44:00,2025-05-07 15:35:53,2025-05-07 15:50:53,carrier,auction_staging,51.9,101.9,35,1357,3,forklift,STF002,1,1,congestion,clear,afternoon,Wednesday
RET003490,VEH008489,YARD_DAL_01,2025-03-13 15:22:00,2025-03-13 15:51:00,2025-03-13 16:23:09,2025-03-13 16:32:09,carrier,carrier_pickup,32.2,70.2,29,695,2,none,STF036,1,1,title_issue,clear,midday,Thursday
RET003491,VEH002352,YARD_HOU_01,2025-04-29 12:14:00,2025-04-29 12:31:00,2025-04-29 13:18:17,2025-04-29 13:34:17,insurance_partner,customer_pickup,47.3,80.3,17,486,4,none,STF063,1,1,equipment_unavailable,clear,midday,Tuesday
RET003492,VEH005059,YARD_HOU_01,2025-07-11 13:26:00,2025-07-11 13:29:00,2025-07-11 14:18:19,2025-07-11 14:31:19,buyer,customer_pickup,49.3,65.3,3,960,5,none,STF025,0,1,blocked_access,clear,morning,Friday
RET003493,VEH002684,YARD_AUS_01,2025-05-04 08:13:00,2025-05-04 08:22:00,2025-05-04 08:52:54,2025-05-04 09:04:54,buyer,internal_move,30.9,51.9,9,689,5,none,STF066,1,1,equipment_unavailable,clear,afternoon,Sunday
RET003494,VEH004788,YARD_DAL_01,2025-02-27 08:23:00,2025-02-27 08:35:00,2025-02-27 09:02:55,2025-02-27 09:11:55,carrier,carrier_pickup,27.9,48.9,12,325,1,none,STF031,1,1,blocked_access,clear,afternoon,Thursday
RET003495,VEH006971,YARD_HOU_01,2025-06-03 09:37:00,2025-06-03 09:48:00,2025-06-03 10:25:02,2025-06-03 10:30:02,buyer,carrier_pickup,37.0,53.0,11,389,4,none,STF023,1,1,congestion,clear,afternoon,Tuesday
RET003496,VEH001974,YARD_DAL_01,2025-07-25 11:02:00,2025-07-25 11:17:00,2025-07-25 12:02:31,2025-07-25 12:06:31,carrier,carrier_pickup,45.5,64.5,15,788,5,none,STF009,1,1,congestion,rain,midday,Friday
RET003497,VEH001132,YARD_DAL_01,2025-01-25 11:50:00,2025-01-25 12:06:00,2025-01-25 12:52:50,2025-01-25 13:01:50,carrier,customer_pickup,46.8,71.8,16,638,6,heavy_tow,STF079,1,1,congestion,clear,midday,Saturday
RET003498,VEH002297,YARD_DAL_01,2025-03-27 12:47:00,2025-03-27 13:01:00,2025-03-27 13:59:20,2025-03-27 14:14:20,carrier,customer_pickup,58.3,87.3,14,838,4,none,STF076,1,1,blocked_access,rain,morning,Thursday
RET003499,VEH008671,YARD_OKC_01,2025-06-18 12:29:00,2025-06-18 12:42:00,2025-06-18 13:23:04,2025-06-18 13:35:04,carrier,carrier_pickup,41.1,66.1,13,570,2,none,STF010,1,1,equipment_unavailable,clear,midday,Wednesday
RET003500,VEH008824,YARD_OKC_01,2025-03-10 12:33:00,2025-03-10 13:03:00,2025-03-10 13:49:14,2025-03-10 14:01:14,insurance_partner,customer_pickup,46.2,88.2,30,470,4,jump_starter,STF029,1,1,blocked_access,clear,afternoon,Monday
RET003501,VEH007991,YARD_HOU_01,2025-08-16 15:48:00,2025-08-16 16:06:00,2025-08-16 16:40:42,2025-08-16 16:49:42,carrier,customer_pickup,34.7,61.7,18,859,4,none,STF008,1,1,equipment_unavailable,clear,afternoon,Saturday
RET003502,VEH001345,YARD_HOU_01,2025-08-16 16:15:00,2025-08-16 16:49:00,2025-08-16 17:28:19,2025-08-16 17:34:19,buyer,carrier_pickup,39.3,79.3,34,888,1,forklift,STF044,1,1,equipment_unavailable,clear,morning,Saturday
RET003503,VEH006909,YARD_HOU_01,2025-05-07 08:59:00,2025-05-07 09:30:00,2025-05-07 10:13:06,2025-05-07 10:25:06,carrier,customer_pickup,43.1,86.1,31,1030,5,none,STF060,1,1,blocked_access,clear,afternoon,Wednesday
RET003504,VEH003457,YARD_HOU_01,2025-07-17 08:24:00,2025-07-17 08:42:00,2025-07-17 08:57:43,2025-07-17 09:08:43,insurance_partner,carrier_pickup,15.7,44.7,18,689,0,none,STF020,1,0,none,clear,morning,Thursday
RET003505,VEH009713,YARD_HOU_01,2025-02-21 15:22:00,2025-02-21 15:32:00,2025-02-21 16:26:22,2025-02-21 16:41:22,carrier,internal_move,54.4,79.4,10,1297,2,forklift,STF071,1,1,equipment_unavailable,clear,morning,Friday
RET003506,VEH009335,YARD_AUS_01,2025-06-09 12:23:00,2025-06-09 12:49:00,2025-06-09 13:45:01,2025-06-09 13:58:01,insurance_partner,carrier_pickup,56.0,95.0,26,658,7,none,STF046,1,1,equipment_unavailable,snow,morning,Monday
RET003507,VEH008594,YARD_AUS_01,2025-06-24 09:38:00,2025-06-24 09:47:00,2025-06-24 10:33:24,2025-06-24 10:37:24,buyer,carrier_pickup,46.4,59.4,9,544,3,none,STF080,1,1,equipment_unavailable,clear,afternoon,Tuesday
RET003508,VEH005813,YARD_HOU_01,2025-09-08 09:04:00,2025-09-08 09:16:00,2025-09-08 10:03:19,2025-09-08 10:10:19,buyer,customer_pickup,47.3,66.3,12,924,4,none,STF049,1,1,blocked_access,rain,afternoon,Monday
RET003509,VEH005133,YARD_AUS_01,2025-03-15 09:04:00,2025-03-15 09:27:00,2025-03-15 10:04:08,2025-03-15 10:09:08,carrier,carrier_pickup,37.1,65.1,23,571,5,none,STF024,1,1,vehicle_not_found,clear,midday,Saturday
RET003510,VEH009392,YARD_DAL_01,2025-07-20 08:54:00,2025-07-20 09:03:00,2025-07-20 09:41:58,2025-07-20 09:54:58,buyer,internal_move,39.0,61.0,9,557,3,none,STF011,1,1,blocked_access,clear,afternoon,Sunday
RET003511,VEH007327,YARD_HOU_01,2025-04-02 11:19:00,2025-04-02 11:47:00,2025-04-02 12:31:38,2025-04-02 12:42:38,buyer,carrier_pickup,44.6,83.6,28,493,4,none,STF048,1,1,congestion,clear,morning,Wednesday
RET003512,VEH006261,YARD_DAL_01,2025-05-25 13:35:00,2025-05-25 13:45:00,2025-05-25 14:30:24,2025-05-25 14:47:24,carrier,carrier_pickup,45.4,72.4,10,370,4,tow_truck,STF001,1,1,weather,clear,morning,Sunday
RET003513,VEH004928,YARD_HOU_01,2025-07-31 11:47:00,2025-07-31 11:51:00,2025-07-31 12:36:54,2025-07-31 12:50:54,buyer,carrier_pickup,45.9,63.9,4,1400,0,tow_truck,STF068,1,1,blocked_access,clear,midday,Thursday
RET003514,VEH001805,YARD_OKC_01,2025-04-01 12:25:00,2025-04-01 12:49:00,2025-04-01 13:29:23,2025-04-01 13:37:23,carrier,carrier_pickup,40.4,72.4,24,579,3,none,STF042,1,1,blocked_access,rain,morning,Tuesday
RET003515,VEH005114,YARD_DAL_01,2025-06-26 13:12:00,2025-06-26 13:25:00,2025-06-26 13:48:32,2025-06-26 13:54:32,buyer,customer_pickup,23.5,42.5,13,838,0,jump_starter,STF064,1,0,none,clear,morning,Thursday
RET003516,VEH001440,YARD_HOU_01,2025-08-31 11:04:00,2025-08-31 11:18:00,2025-08-31 11:39:04,2025-08-31 11:49:04,internal_ops,carrier_pickup,21.1,45.1,14,715,2,none,STF001,1,1,blocked_access,clear,midday,Sunday
RET003517,VEH006090,YARD_AUS_01,2025-07-07 11:13:00,2025-07-07 11:35:00,2025-07-07 12:03:50,2025-07-07 12:18:50,internal_ops,carrier_pickup,28.8,65.8,22,1128,3,loader,STF048,1,1,equipment_unavailable,clear,afternoon,Monday
RET003518,VEH009531,YARD_AUS_01,2025-05-28 16:07:00,2025-05-28 16:10:00,2025-05-28 16:37:23,2025-05-28 16:44:23,carrier,carrier_pickup,27.4,37.4,3,427,4,none,STF054,1,1,blocked_access,extreme_heat,morning,Wednesday
RET003519,VEH007020,YARD_OKC_01,2025-04-04 10:50:00,2025-04-04 11:07:00,2025-04-04 11:50:07,2025-04-04 11:59:07,carrier,customer_pickup,43.1,69.1,17,1113,4,heavy_tow,STF065,1,1,congestion,clear,morning,Friday
RET003520,VEH007862,YARD_HOU_01,2025-06-09 08:18:00,2025-06-09 08:37:00,2025-06-09 09:37:19,2025-06-09 09:49:19,internal_ops,customer_pickup,60.3,91.3,19,816,5,forklift,STF003,1,1,congestion,rain,morning,Monday
RET003521,VEH002899,YARD_HOU_01,2025-09-14 08:10:00,2025-09-14 08:32:00,2025-09-14 09:26:35,2025-09-14 09:40:35,insurance_partner,carrier_pickup,54.6,90.6,22,1681,6,forklift,STF078,1,1,equipment_unavailable,rain,afternoon,Sunday
RET003522,VEH006413,YARD_AUS_01,2025-02-16 12:15:00,2025-02-16 12:48:00,2025-02-16 13:11:35,2025-02-16 13:22:35,carrier,carrier_pickup,23.6,67.6,33,442,2,jump_starter,STF001,1,1,weather,clear,midday,Sunday
RET003523,VEH003123,YARD_DAL_01,2025-02-16 11:10:00,2025-02-16 11:36:00,2025-02-16 12:16:28,2025-02-16 12:33:28,insurance_partner,internal_move,40.5,83.5,26,751,3,none,STF079,1,1,congestion,clear,midday,Sunday
RET003524,VEH008305,YARD_DAL_01,2025-02-28 15:36:00,2025-02-28 16:12:00,2025-02-28 17:15:14,2025-02-28 17:28:14,insurance_partner,customer_pickup,63.2,112.2,36,990,4,none,STF059,1,1,title_issue,clear,midday,Friday
RET003525,VEH009891,YARD_DAL_01,2025-08-07 16:12:00,2025-08-07 16:36:00,2025-08-07 17:04:13,2025-08-07 17:16:13,insurance_partner,carrier_pickup,28.2,64.2,24,282,5,none,STF040,1,1,blocked_access,clear,midday,Thursday
RET003526,VEH002810,YARD_HOU_01,2025-05-10 14:31:00,2025-05-10 14:50:00,2025-05-10 15:20:50,2025-05-10 15:38:50,carrier,carrier_pickup,30.8,67.8,19,979,1,none,STF051,0,1,congestion,clear,afternoon,Saturday
RET003527,VEH009067,YARD_OKC_01,2025-07-03 12:37:00,2025-07-03 12:52:00,2025-07-03 13:28:30,2025-07-03 13:35:30,internal_ops,internal_move,36.5,58.5,15,399,2,none,STF031,1,1,weather,snow,evening,Thursday
RET003528,VEH002361,YARD_DAL_01,2025-08-28 10:37:00,2025-08-28 10:48:00,2025-08-28 11:34:52,2025-08-28 11:40:52,buyer,carrier_pickup,46.9,63.9,11,560,5,none,STF014,1,1,equipment_unavailable,rain,morning,Thursday
RET003529,VEH007495,YARD_HOU_01,2025-04-03 10:56:00,2025-04-03 11:11:00,2025-04-03 11:49:24,2025-04-03 11:57:24,carrier,customer_pickup,38.4,61.4,15,745,3,none,STF069,1,1,congestion,extreme_heat,midday,Thursday
RET003530,VEH002824,YARD_HOU_01,2025-03-09 10:16:00,2025-03-09 10:24:00,2025-03-09 10:42:19,2025-03-09 10:48:19,carrier,customer_pickup,18.3,32.3,8,482,3,none,STF035,1,0,none,rain,midday,Sunday
RET003531,VEH002465,YARD_AUS_01,2025-05-28 15:22:00,2025-05-28 15:41:00,2025-05-28 16:21:48,2025-05-28 16:33:48,insurance_partner,carrier_pickup,40.8,71.8,19,535,4,none,STF033,1,1,equipment_unavailable,rain,afternoon,Wednesday
RET003532,VEH000231,YARD_DAL_01,2025-02-25 11:26:00,2025-02-25 11:58:00,2025-02-25 12:25:08,2025-02-25 12:40:08,buyer,carrier_pickup,27.1,74.1,32,614,1,none,STF078,0,1,weather,extreme_heat,afternoon,Tuesday
RET003533,VEH004810,YARD_HOU_01,2025-05-17 15:06:00,2025-05-17 15:26:00,2025-05-17 15:57:09,2025-05-17 16:04:09,carrier,carrier_pickup,31.2,58.2,20,120,2,none,STF032,1,1,blocked_access,rain,morning,Saturday
RET003534,VEH002372,YARD_HOU_01,2025-04-06 08:44:00,2025-04-06 08:46:00,2025-04-06 09:29:12,2025-04-06 09:37:12,carrier,carrier_pickup,43.2,53.2,2,333,5,none,STF028,1,1,vehicle_not_found,rain,midday,Sunday
RET003535,VEH001073,YARD_AUS_01,2025-05-18 14:21:00,2025-05-18 14:36:00,2025-05-18 15:08:01,2025-05-18 15:26:01,internal_ops,carrier_pickup,32.0,65.0,15,296,4,none,STF066,1,1,congestion,clear,midday,Sunday
RET003536,VEH006785,YARD_AUS_01,2025-04-12 15:42:00,2025-04-12 16:02:00,2025-04-12 16:33:21,2025-04-12 16:48:21,carrier,customer_pickup,31.4,66.4,20,862,3,none,STF015,1,1,blocked_access,clear,midday,Saturday
RET003537,VEH005898,YARD_AUS_01,2025-06-10 16:36:00,2025-06-10 17:03:00,2025-06-10 17:47:34,2025-06-10 17:56:34,buyer,customer_pickup,44.6,80.6,27,525,7,none,STF025,1,1,congestion,rain,morning,Tuesday
RET003538,VEH000611,YARD_DAL_01,2025-09-19 11:09:00,2025-09-19 11:26:00,2025-09-19 12:14:36,2025-09-19 12:28:36,insurance_partner,carrier_pickup,48.6,79.6,17,849,3,none,STF075,1,1,congestion,clear,morning,Friday
RET003539,VEH002552,YARD_DAL_01,2025-01-20 10:50:00,2025-01-20 11:15:00,2025-01-20 11:34:24,2025-01-20 11:38:24,insurance_partner,carrier_pickup,19.4,48.4,25,156,1,none,STF016,1,1,vehicle_not_found,clear,morning,Monday
RET003540,VEH006615,YARD_AUS_01,2025-05-02 13:20:00,2025-05-02 13:40:00,2025-05-02 14:02:53,2025-05-02 14:13:53,buyer,customer_pickup,22.9,53.9,20,405,0,none,STF020,1,1,equipment_unavailable,clear,afternoon,Friday
RET003541,VEH000347,YARD_AUS_01,2025-09-18 16:34:00,2025-09-18 16:47:00,2025-09-18 17:40:14,2025-09-18 17:57:14,buyer,customer_pickup,53.2,83.2,13,907,3,none,STF056,1,1,blocked_access,clear,midday,Thursday
RET003542,VEH007001,YARD_HOU_01,2025-09-15 09:04:00,2025-09-15 09:17:00,2025-09-15 09:45:21,2025-09-15 10:03:21,carrier,customer_pickup,28.4,59.4,13,1030,1,none,STF005,1,1,blocked_access,clear,midday,Monday
RET003543,VEH009499,YARD_HOU_01,2025-04-24 13:44:00,2025-04-24 13:51:00,2025-04-24 14:29:39,2025-04-24 14:41:39,carrier,customer_pickup,38.7,57.7,7,1052,2,forklift,STF041,1,1,congestion,clear,morning,Thursday
RET003544,VEH000264,YARD_HOU_01,2025-03-02 09:03:00,2025-03-02 09:21:00,2025-03-02 10:02:38,2025-03-02 10:13:38,insurance_partner,customer_pickup,41.6,70.6,18,928,6,none,STF048,1,1,vehicle_not_found,extreme_heat,afternoon,Sunday
RET003545,VEH008277,YARD_AUS_01,2025-02-11 16:43:00,2025-02-11 17:09:00,2025-02-11 17:45:59,2025-02-11 17:57:59,insurance_partner,customer_pickup,37.0,75.0,26,966,0,none,STF041,1,1,congestion,snow,afternoon,Tuesday
RET003546,VEH007859,YARD_HOU_01,2025-06-24 16:33:00,2025-06-24 16:46:00,2025-06-24 17:32:36,2025-06-24 17:36:36,internal_ops,carrier_pickup,46.6,63.6,13,913,6,jump_starter,STF027,1,1,blocked_access,clear,morning,Tuesday
RET003547,VEH002022,YARD_OKC_01,2025-05-28 16:42:00,2025-05-28 17:12:00,2025-05-28 17:56:37,2025-05-28 18:06:37,buyer,carrier_pickup,44.6,84.6,30,686,5,none,STF052,1,1,blocked_access,clear,afternoon,Wednesday
RET003548,VEH009395,YARD_OKC_01,2025-07-03 13:50:00,2025-07-03 14:07:00,2025-07-03 14:49:51,2025-07-03 14:58:51,insurance_partner,carrier_pickup,42.9,68.9,17,788,2,none,STF064,1,1,equipment_unavailable,clear,midday,Thursday
RET003549,VEH005404,YARD_HOU_01,2025-03-19 14:32:00,2025-03-19 14:52:00,2025-03-19 15:38:57,2025-03-19 15:52:57,internal_ops,internal_move,47.0,81.0,20,1132,5,loader,STF050,1,1,blocked_access,clear,morning,Wednesday
RET003550,VEH009615,YARD_AUS_01,2025-05-08 10:29:00,2025-05-08 10:55:00,2025-05-08 11:23:18,2025-05-08 11:28:18,carrier,customer_pickup,28.3,59.3,26,330,1,none,STF025,1,1,weather,clear,morning,Thursday
RET003551,VEH007050,YARD_DAL_01,2025-04-19 08:34:00,2025-04-19 08:39:00,2025-04-19 09:18:59,2025-04-19 09:30:59,carrier,customer_pickup,40.0,57.0,5,660,1,forklift,STF032,1,1,weather,rain,evening,Saturday
RET003552,VEH005240,YARD_HOU_01,2025-08-11 15:22:00,2025-08-11 15:45:00,2025-08-11 16:21:34,2025-08-11 16:25:34,buyer,carrier_pickup,36.6,63.6,23,530,3,none,STF046,1,1,blocked_access,clear,afternoon,Monday
RET003553,VEH005481,YARD_AUS_01,2025-08-18 15:48:00,2025-08-18 15:54:00,2025-08-18 16:40:14,2025-08-18 16:44:14,carrier,customer_pickup,46.2,56.2,6,232,4,none,STF062,1,1,equipment_unavailable,rain,evening,Monday
RET003554,VEH000011,YARD_HOU_01,2025-04-17 14:07:00,2025-04-17 14:21:00,2025-04-17 14:57:38,2025-04-17 15:04:38,buyer,carrier_pickup,36.6,57.6,14,993,1,tow_truck,STF077,1,1,blocked_access,clear,afternoon,Thursday
RET003555,VEH000460,YARD_HOU_01,2025-04-11 11:50:00,2025-04-11 12:12:00,2025-04-11 12:57:13,2025-04-11 13:04:13,buyer,customer_pickup,45.2,74.2,22,878,5,none,STF061,1,1,equipment_unavailable,clear,midday,Friday
RET003556,VEH002004,YARD_DAL_01,2025-02-18 12:46:00,2025-02-18 13:15:00,2025-02-18 14:15:20,2025-02-18 14:32:20,buyer,internal_move,60.3,106.3,29,815,5,none,STF027,1,1,congestion,clear,morning,Tuesday
RET003557,VEH007976,YARD_HOU_01,2025-07-30 10:34:00,2025-07-30 10:43:00,2025-07-30 11:07:09,2025-07-30 11:15:09,internal_ops,carrier_pickup,24.2,41.2,9,624,1,none,STF037,1,0,none,clear,afternoon,Wednesday
RET003558,VEH009308,YARD_AUS_01,2025-03-23 08:18:00,2025-03-23 08:33:00,2025-03-23 09:17:08,2025-03-23 09:22:08,carrier,carrier_pickup,44.1,64.1,15,649,4,none,STF058,1,1,congestion,clear,midday,Sunday
RET003559,VEH006011,YARD_AUS_01,2025-04-21 12:34:00,2025-04-21 12:34:00,2025-04-21 12:44:41,2025-04-21 12:51:41,buyer,customer_pickup,10.7,17.7,0,703,0,none,STF049,1,0,none,clear,morning,Monday
RET003560,VEH001293,YARD_HOU_01,2025-09-01 16:47:00,2025-09-01 17:12:00,2025-09-01 17:49:39,2025-09-01 18:02:39,carrier,carrier_pickup,37.7,75.7,25,892,4,none,STF036,1,1,congestion,clear,midday,Monday
RET003561,VEH005010,YARD_OKC_01,2025-07-09 15:56:00,2025-07-09 15:56:00,2025-07-09 16:22:04,2025-07-09 16:33:04,insurance_partner,carrier_pickup,26.1,37.1,0,900,0,none,STF027,1,1,congestion,extreme_heat,evening,Wednesday
RET003562,VEH005062,YARD_AUS_01,2025-04-16 10:50:00,2025-04-16 11:05:00,2025-04-16 11:51:10,2025-04-16 12:09:10,insurance_partner,carrier_pickup,46.2,79.2,15,838,4,forklift,STF056,1,1,congestion,clear,afternoon,Wednesday
RET003563,VEH002381,YARD_OKC_01,2025-05-23 13:19:00,2025-05-23 13:45:00,2025-05-23 14:30:53,2025-05-23 14:37:53,buyer,carrier_pickup,45.9,78.9,26,502,3,forklift,STF025,1,1,equipment_unavailable,clear,morning,Friday
RET003564,VEH003756,YARD_HOU_01,2025-06-22 15:36:00,2025-06-22 15:45:00,2025-06-22 16:23:09,2025-06-22 16:32:09,carrier,customer_pickup,38.2,56.2,9,1038,0,tow_truck,STF011,1,1,blocked_access,clear,morning,Sunday
RET003565,VEH004907,YARD_OKC_01,2025-03-11 13:01:00,2025-03-11 13:26:00,2025-03-11 13:59:12,2025-03-11 14:11:12,internal_ops,carrier_pickup,33.2,70.2,25,405,5,none,STF011,1,1,equipment_unavailable,clear,morning,Tuesday
RET003566,VEH008151,YARD_DAL_01,2025-06-16 15:07:00,2025-06-16 15:13:00,2025-06-16 15:49:03,2025-06-16 15:58:03,carrier,carrier_pickup,36.1,51.1,6,547,1,forklift,STF074,1,1,congestion,clear,afternoon,Monday
RET003567,VEH005671,YARD_HOU_01,2025-03-14 15:12:00,2025-03-14 15:31:00,2025-03-14 15:53:20,2025-03-14 16:05:20,internal_ops,carrier_pickup,22.3,53.3,19,280,3,jump_starter,STF007,1,1,blocked_access,clear,afternoon,Friday
RET003568,VEH002784,YARD_DAL_01,2025-03-16 12:06:00,2025-03-16 12:30:00,2025-03-16 13:14:59,2025-03-16 13:31:59,buyer,customer_pickup,45.0,86.0,24,918,5,none,STF033,1,1,weather,clear,evening,Sunday
RET003569,VEH001284,YARD_DAL_01,2025-04-09 12:05:00,2025-04-09 12:28:00,2025-04-09 12:59:15,2025-04-09 13:03:15,insurance_partner,customer_pickup,31.3,58.3,23,294,3,none,STF048,1,1,blocked_access,clear,morning,Wednesday
